country_code,year,total_population,male_population,female_population,working_age_population_ratio,mortality_rate,life_expectancy,life_expectancy_male,life_expectancy_female,fertility_rate
MCO,1977,26273.0,12139.0,14134.0,58.5384986724596,,74.193,70.676,77.569,2.306
MDA,1977,2626298.0,1214696.0,1411602.0,51.683402312765,44.4,64.231,60.885,67.196,2.424
MDG,1977,8222240.0,4150848.0,4071392.0,101.04055364486,90.4,49.945,48.742,51.274,6.927
MDV,1977,151930.0,81205.0,70725.0,93.4810569882203,141.6,51.835,51.354,52.459,7.266
MEX,1977,62308493.0,31127976.0,31180517.0,99.3421230907075,65.3,62.988,60.236,65.865,5.361
MHL,1977,27906.0,14376.0,13530.0,110.341448707319,50.8,60.572,57.31,64.647,7.67
MKD,1977,1853138.0,910054.0,943084.0,57.8803521330152,,68.1356585365854,66.642,69.704,2.49
MLI,1977,7090979.0,3539428.0,3551551.0,86.5678651403367,167.3,37.986,37.293,38.697,7.299
MLT,1977,306970.0,147842.0,159128.0,50.2251150044044,17.1,72.2178048780488,70.25,74.284,2.14
MMR,1977,31355966.0,15720147.0,15635819.0,78.1214820954939,109.7,53.266,51.219,55.423,5.069
MNE,1977,557576.0,268993.0,288583.0,58.4109892607535,,71.6151219512195,69.28,74.067,2.307
MNG,1977,1576245.0,780455.0,795790.0,99.5773570762935,,54.7357804878049,53.007,56.551,6.79
MNP,1977,15787.0,8271.0,7516.0,83.1226075861269,,67.653,64.692,71.604,4.829
MOZ,1977,10224975.0,4955780.0,5269195.0,90.0639341382647,149.5,43.924,43.071,44.753,6.617
MRT,1977,1353768.0,670910.0,682858.0,95.0474807332391,104.7,51.998,50.146,53.906,6.736
MUS,1977,921379.0,469392.0,451987.0,66.0145333595196,39.4,65.1307317073171,61.36,69.09,3.071
MWI,1977,5614983.0,2719450.0,2895533.0,92.4490496790906,144.2,41.979,40.138,43.805,7.408
MYS,1977,12035713.0,6049454.0,5986259.0,78.1607031149851,28.0,66.72,64.837,68.763,4.282
NAM,1977,931104.0,450959.0,480145.0,97.5291434632723,67.2,58.586,55.76,61.319,6.441
NCL,1977,144599.0,74850.0,69749.0,77.3589765604877,,64.236,61.071,68.196,4.054
NER,1977,5619716.0,2765488.0,2854228.0,95.8862505651186,147.3,37.689,36.945,38.333,7.595
NGA,1977,67234590.0,33241189.0,33993401.0,89.0367599799139,115.9,44.847,43.393,46.325,6.862
NIC,1977,2992534.0,1485836.0,1506698.0,99.1897376981309,97.6,56.126,52.386,60.13,6.28
NLD,1977,13856185.0,6889081.0,6967104.0,54.345378149482,9.7,75.2214634146342,72.08,78.52,1.58
NOR,1977,4043205.0,2006564.0,2036641.0,59.6805208725389,9.3,75.3868292682927,72.26,78.67,1.75
NPL,1977,14499175.0,7352998.0,7146177.0,79.1872666493896,155.5,46.628,46.509,46.678,5.688
NRU,1977,7163.0,4372.0,2791.0,50.2201719438037,,58.144,56.293,63.03,3.858
NZL,1977,3120200.0,1555988.0,1564212.0,61.534395560988,14.0,72.1682926829268,68.9,75.6,2.21
OMN,1977,855314.0,428040.0,427274.0,101.885460849779,109.6,55.524,53.133,58.007,7.781
PAK,1977,73901827.0,39075442.0,34826385.0,88.9482889442391,129.3,55.482,55.31,55.776,6.799
PAN,1977,1821543.0,922168.0,899375.0,85.2099944890809,36.5,68.252,66.057,70.692,4.118
PER,1977,16109806.0,8078442.0,8031364.0,90.6228187122144,93.4,58.895,57.449,60.415,5.44
PHL,1977,44367962.0,22297170.0,22070792.0,93.3686204055846,52.8,61.431,58.549,64.458,5.442
PLW,1977,12525.0,6515.0,6010.0,89.3996673219416,45.1,60.899,56.325,66.81,4.09
PNG,1977,2940327.0,1554550.0,1385777.0,85.2233993029067,85.4,56.05,54.139,58.605,5.957
POL,1977,34689050.0,16899411.0,17789639.0,51.1920681309555,23.1,70.4024390243902,66.5,74.5,2.23
PRI,1977,3088690.0,1505048.0,1583642.0,69.4804125883565,,72.401,69.035,75.899,2.923
PRK,1977,17492798.0,8329351.0,9163447.0,69.9893970403642,37.3,65.811,63.121,67.922,2.771
PRT,1977,9455675.0,4538383.0,4917292.0,60.588471062169,29.5,70.0121951219512,66.5,73.7,2.69
PRY,1977,2827874.0,1415795.0,1412079.0,88.6539135075635,56.4,63.86,62.309,65.427,5.078
PSE,1977,,,,,83.0,,,,
PYF,1977,142313.0,74348.0,67965.0,81.762797588638,,65.31,64.097,66.751,4.366
QAT,1977,225285.0,150890.0,74395.0,53.4795789760534,34.8,68.639,67.497,70.633,5.691
ROU,1977,21756096.0,10525846.0,11230250.0,56.5900430160077,31.3,69.7419512195122,67.42,72.18,2.57
RUS,1977,136100000.0,62461787.0,73638213.0,46.2317862991668,21.9,67.3763414634146,61.83,73.2,1.95
RWA,1977,4888240.0,2438845.0,2449395.0,96.0797999185715,130.6,45.579,45.058,46.082,8.138
SAU,1977,5083048.0,2664612.0,2418436.0,88.1312635022575,104.9,59.749,58.069,61.634,7.295
SDN,1977,15086614.0,7604784.0,7481830.0,100.78395188408,89.8,53.522,52.102,54.995,6.775
SEN,1977,5439549.0,2745100.0,2694449.0,91.9130519457152,105.7,45.714,44.929,46.521,7.268
SGP,1977,2325300.0,1189375.0,1135925.0,52.2738271347846,12.5,71.0261219512195,68.011,74.192,1.82
SLB,1977,214418.0,113295.0,101123.0,106.393423687048,45.9,61.528,60.177,63.388,6.915
SLE,1977,3085354.0,1516315.0,1569039.0,84.2684456336077,144.0,41.826,40.142,43.542,6.568
SLV,1977,4301256.0,2139062.0,2162194.0,92.4700427382362,91.2,54.047,49.953,58.619,5.473
SMR,1977,20017.0,10059.0,9958.0,51.8549427205827,,75.643,72.624,78.869,1.868
SOM,1977,4484050.0,2238204.0,2245846.0,91.1479534310121,,47.004,45.561,48.492,7.004
SRB,1977,7462783.0,3616320.0,3846463.0,45.8364282700657,,71.6648780487805,69.02,74.442,1.901
SSD,1977,4024032.0,1952280.0,2071752.0,91.378614180643,161.4,37.397,36.456,38.277,7.325
STP,1977,91301.0,46624.0,44677.0,99.434250764526,52.4,58.979,57.051,61.036,6.504
SUR,1977,385067.0,195341.0,189726.0,91.2497578758636,,60.277,57.7,63.333,4.256
SVK,1977,4840501.0,2382992.0,2457509.0,57.0728353125491,22.1,70.4231219512195,66.748,74.282,2.49
SVN,1977,1842377.0,879790.0,962587.0,52.3301663630884,,70.5560975609756,66.8,74.5,2.166
SWE,1977,8251540.0,4098553.0,4152987.0,56.4829394334479,8.0,75.379756097561,72.37,78.54,1.64
SWZ,1977,540348.0,257152.0,283196.0,104.323198100258,94.4,55.973,54.27,57.53,6.676
SXM,1977,10364.0,5114.0,5250.0,61.3073929961089,,72.133,70.641,73.545,2.752
SYC,1977,61786.0,31905.0,29881.0,85.0489682230675,29.4,67.6752195121951,64.424,71.089,3.754
SYR,1977,8090501.0,4128288.0,3962213.0,107.131354621739,56.2,65.398,63.258,67.82,7.418
TCA,1977,6864.0,3385.0,3479.0,93.8717876306128,34.8,66.025,64.317,67.543,4.553
TCD,1977,4331667.0,2135777.0,2195890.0,95.3703323670809,132.7,42.884,40.469,45.423,6.896
TGO,1977,2701894.0,1333515.0,1368379.0,95.8388057278212,106.0,50.163,48.542,51.785,7.025
THA,1977,42843974.0,21584000.0,21259974.0,79.5000164861589,56.6,60.906,57.875,64.165,3.865
TJK,1977,3653265.0,1813046.0,1840219.0,90.3758516916583,98.4,58.244,55.997,60.454,6.494
TKM,1977,2623948.0,1284807.0,1339141.0,88.0458112753758,119.8,57.689,53.876,61.516,5.77
TLS,1977,618315.0,305043.0,313272.0,69.7453199766102,,24.875,20.855,30.988,5.085
TON,1977,96725.0,49011.0,47714.0,96.101289433136,27.2,65.625,62.98,68.752,5.699
TTO,1977,1079554.0,535023.0,544531.0,67.5960194988667,39.9,66.17,63.667,68.749,3.121
TUN,1977,6155931.0,3087531.0,3068400.0,88.5883199554441,73.7,61.256,59.84,62.732,5.681
TUR,1977,42773298.0,21848903.0,20924395.0,83.431923785345,115.4,60.846,57.775,64.546,4.784
TUV,1977,6686.0,3103.0,3583.0,69.954245043213,60.0,59.201,56.075,61.998,3.555
TZA,1977,17352929.0,8613451.0,8739478.0,97.5090514449874,105.7,49.969,48.049,52.01,7.072
UGA,1977,12359669.0,6133753.0,6225916.0,101.68650976582,120.6,45.84,43.561,48.316,7.183
UKR,1977,49336481.0,22460217.0,26876264.0,49.9319347379418,25.5,70.007,65.004,74.195,1.983
URY,1977,2909461.0,1431456.0,1478005.0,59.5761508476928,46.5,70.081,66.7,73.724,2.899
USA,1977,220239000.0,107125167.0,113113833.0,52.403894493565,14.4,73.2560975609756,69.5,77.2,1.79
UZB,1977,14408822.0,7147709.0,7261113.0,88.1670961171072,,62.173,59.285,65.01,5.54
VCT,1977,101999.0,49853.0,52146.0,100.288654125594,54.0,66.883,65.562,68.033,4.748
VEN,1977,14006812.0,7039417.0,6967395.0,83.1664430725558,40.5,67.726,65.335,70.298,4.494
VGB,1977,10800.0,5489.0,5311.0,68.0566360665941,29.9,68.68,66.159,71.639,3.148
VIR,1977,93203.0,45122.0,48081.0,73.5042257716222,,68.0731707317073,64.4,71.93,3.257
VNM,1977,48954872.0,23987231.0,24967641.0,85.8734163604269,50.5,64.07,59.828,68.481,5.291
VUT,1977,106618.0,56585.0,50033.0,91.672808988764,60.3,59.247,57.984,61.131,5.806
WSM,1977,159753.0,82517.0,77236.0,103.775654680664,38.3,63.742,61.257,66.644,6.313
YEM,1977,8648222.0,4295014.0,4353208.0,100.680085681328,175.2,47.442,45.357,49.569,8.466
ZAF,1977,27118952.0,13726795.0,13392157.0,83.2517824660601,104.8,58.48,56.16,61.016,4.942
ZMB,1977,5302480.0,2587373.0,2715107.0,109.948820203943,80.1,56.281,54.835,57.675,7.353
ZWE,1977,6449512.0,3122086.0,3327426.0,106.301039388253,72.6,56.996,52.972,61.29,6.713
ABW,1978,58776.0,28711.0,30065.0,56.1598342145115,,70.271,66.411,74.227,2.312
AFG,1978,13611441.0,6939643.0,6671798.0,93.0651831676898,196.6,40.086,38.855,41.479,7.599
AGO,1978,7576734.0,3810101.0,3766633.0,90.3302220940526,,41.573,38.7,44.889,7.467
ALB,1978,2566266.0,1301156.0,1265110.0,73.9440901379276,66.9,69.367,66.625,72.269,3.996
AND,1978,32735.0,17691.0,15044.0,44.7106670792626,,76.488,73.357,80.569,1.884
ARE,1978,809274.0,585022.0,224252.0,39.5564676059253,32.4,67.083,65.376,70.654,6.151
ARG,1978,27132158.0,13380799.0,13751359.0,60.3878298432888,43.3,67.999,64.535,71.708,3.359
ARM,1978,3012807.0,1439570.0,1573237.0,58.2484612726029,74.7,64.5261951219512,61.134,68.088,2.617
ASM,1978,31076.0,16108.0,14968.0,81.3492063492064,,68.881,66.198,72.031,4.873
ATG,1978,64038.0,30163.0,33875.0,70.245912534893,14.8,72.5,69.403,75.262,2.573
AUS,1978,14358000.0,7181751.0,7176249.0,54.5477873716232,11.9,73.6741463414634,70.24,77.28,1.949
AUT,1978,7562305.0,3572650.0,3989655.0,58.471015453968,15.5,72.0121951219512,68.5,75.7,1.6
AZE,1978,5976150.0,2870977.0,3105173.0,68.4335679393564,,60.494,56.713,63.92,3.73
BDI,1978,4100338.0,2005844.0,2094494.0,95.7445772480486,119.4,44.404,43.086,45.66,7.259
BEL,1978,9839534.0,4807693.0,5031841.0,54.6107858386783,13.4,72.6980487804878,69.42,76.14,1.69
BEN,1978,3718305.0,1801140.0,1917165.0,97.8095906880739,119.4,46.941,44.441,49.415,6.824
BFA,1978,6590984.0,3237671.0,3353313.0,91.3197084131226,131.2,44.995,43.707,46.28,7.148
BGD,1978,83889655.0,43123376.0,40766279.0,92.7183786870837,139.0,51.596,52.539,50.594,6.509
BGR,1978,8814032.0,4395998.0,4418034.0,50.6668531049669,21.7,71.1846341463415,68.77,73.72,2.15
BHR,1978,328046.0,194801.0,133245.0,64.08371097306,33.0,69.85,68.791,71.368,5.12
BHS,1978,223761.0,113053.0,110708.0,69.5069200875711,25.7,68.873,65.878,72.145,3.052
BIH,1978,4078240.0,1972527.0,2105713.0,54.5581745775482,,68.844,65.795,71.731,2.081
BLR,1978,9525000.0,4419188.0,5105812.0,51.5111907505808,17.4,70.0817317073171,66.031,74.335,2.06
BLZ,1978,138713.0,70090.0,68623.0,98.9372839789465,54.2,66.338,64.395,68.436,6.109
BMU,1978,53431.0,27291.0,26140.0,46.6514793873854,,71.968,68.247,76.132,1.798
BOL,1978,5504123.0,2726948.0,2777175.0,82.7975840969656,125.3,50.838,49.171,52.493,5.61
BRA,1978,115600942.0,57663892.0,57937050.0,74.1122902169194,82.8,60.922,58.674,63.275,4.195
BRB,1978,251551.0,123749.0,127802.0,60.5149475161918,26.6,71.143,69.061,73.038,1.839
BRN,1978,174884.0,97347.0,77537.0,72.6771855684354,19.6,68.258,67.528,69.272,4.389
BTN,1978,405243.0,212273.0,192970.0,82.0596797671033,150.4,46.691,45.812,47.735,6.584
BWA,1978,849239.0,409298.0,439941.0,98.3322823980009,67.1,61.485,58.854,63.948,6.479
CAF,1978,2397961.0,1196521.0,1201440.0,87.9398394883692,116.2,49.161,47.874,50.473,6.039
CAN,1978,23963203.0,11953673.0,12009530.0,49.2654517983771,11.7,74.529756097561,70.92,78.32,1.768
CHE,1978,6281738.0,3056362.0,3225376.0,52.3934311373483,9.2,75.1873170731707,71.88,78.66,1.51
CHL,1978,11172695.0,5571235.0,5601460.0,63.5721457394094,35.9,68.042,65.024,71.176,2.892
CHN,1978,956165000.0,486817376.0,469347624.0,74.6563119459405,54.0,63.102,60.939,65.332,2.716
CIV,1978,7603130.0,3894952.0,3708178.0,95.9982553027274,118.6,50.361,48.448,52.556,7.669
CMR,1978,8011921.0,3941733.0,4070188.0,92.6899976502748,111.4,50.319,48.919,51.697,6.545
COD,1978,24992689.0,12225428.0,12767261.0,90.0287749709076,116.7,44.628,43.428,45.773,6.463
COG,1978,1748089.0,865548.0,882541.0,96.9886387966725,65.4,56.248,54.462,58.044,6.21
COL,1978,24950337.0,12494975.0,12455362.0,81.2355068031767,51.4,65.827,63.193,68.508,3.998
COM,1978,317688.0,158463.0,159225.0,105.24268833946,133.3,49.702,48.538,51.029,7.155
CPV,1978,316147.0,150581.0,165566.0,110.579356832654,57.8,60.381,58.269,62.38,6.564
CRI,1978,2264510.0,1137648.0,1126862.0,73.4141038826379,24.6,72.029,69.713,74.458,3.662
CUB,1978,9711980.0,4937037.0,4774943.0,70.0035831759823,20.4,71.89,70.351,73.633,1.884
CUW,1978,148341.0,72261.0,76080.0,63.5271292193046,,70.445,67.985,72.804,2.38
CYM,1978,15727.0,7694.0,8033.0,59.2607594936709,,68.533,65.963,71.023,2.366
CYP,1978,672249.0,334432.0,337817.0,57.3163625641494,24.3,71.741,69.12,74.436,2.079
CZE,1978,10242098.0,4960781.0,5281317.0,57.9908482802578,16.4,70.6439024390244,67.2,74.26,2.33
DEU,1978,78091820.0,37056538.0,41035282.0,54.2904498926818,14.4,72.2904146341464,69.107,75.633,1.38
DJI,1978,280031.0,138770.0,141261.0,93.3134517941708,108.1,51.172,49.28,53.113,6.586
DMA,1978,72724.0,35406.0,37318.0,96.6204342066131,21.3,70.115,67.858,72.133,2.955
DNK,1978,5104248.0,2522671.0,2581577.0,55.8554242472265,8.8,74.3929268292683,71.51,77.42,1.67
DOM,1978,5451882.0,2736588.0,2715294.0,89.2906792807632,70.6,62.624,60.697,64.684,4.644
DZA,1978,17506974.0,9041577.0,8465397.0,101.418537549994,122.6,50.615,49.493,51.822,7.211
ECU,1978,7736167.0,3866418.0,3869749.0,87.4494919880167,76.5,62.397,59.97,64.904,4.989
EGY,1978,41761431.0,20944583.0,20816848.0,82.2099264793305,128.1,54.075,51.879,56.317,5.629
ERI,1978,1522378.0,745735.0,776643.0,88.0804863675505,93.6,43.38,40.501,46.443,6.607
ESP,1978,36864898.0,18079900.0,18784998.0,60.1223144147271,14.6,74.2956097560976,71.32,77.42,2.54
EST,1978,1460188.0,674990.0,785198.0,51.61348937129,,69.2972682926829,64.308,74.536,2.02
ETH,1978,33734592.0,16491740.0,17242852.0,95.5621379469745,147.1,41.506,38.088,45.187,7.229
FIN,1978,4752528.0,2298294.0,2454234.0,48.1710911971127,8.2,72.8970731707317,68.58,77.43,1.64
FJI,1978,612091.0,308877.0,303214.0,75.8752963149199,37.3,63.065,60.319,66.631,4.098
FRA,1978,54734030.0,26753231.0,27980799.0,58.3792820312909,11.0,73.6024390243903,69.7,77.7,1.89
FRO,1978,41968.0,21939.0,20029.0,63.5414231158912,,75.7200243902439,73.421,78.134,2.597
FSM,1978,72754.0,36665.0,36089.0,102.052378704141,52.3,62.306,58.781,66.105,6.65
GAB,1978,711245.0,345720.0,365525.0,84.2722974285899,75.5,56.954,54.433,59.485,5.568
GBR,1978,56196504.0,27345633.0,28850871.0,57.6622386445546,13.4,73.1756097560976,70.2,76.3,1.75
GEO,1978,4397700.0,2032728.0,2364972.0,53.7835860666343,51.2,67.597,63.089,71.619,2.417
GHA,1978,11248450.0,5598383.0,5650067.0,98.3749704821458,92.4,50.461,48.648,52.406,6.564
GIB,1978,28446.0,14352.0,14094.0,53.6570872947277,,73.512,70.74,76.167,2.486
GIN,1978,4877854.0,2392990.0,2484864.0,85.4230608113091,165.7,41.882,40.487,43.279,6.44
GMB,1978,667103.0,329169.0,337934.0,88.44160209711,129.5,43.573,42.606,44.566,6.421
GNB,1978,791694.0,385744.0,405950.0,98.3365358358782,,42.908,41.136,44.787,6.32
GNQ,1978,276531.0,133768.0,142763.0,85.0138828488275,,42.331,39.283,45.539,5.804
GRC,1978,9429959.0,4612270.0,4817689.0,56.6161396058903,19.9,74.3631707317073,71.71,77.149,2.28
GRD,1978,96305.0,47213.0,49092.0,86.3054244370502,29.7,67.856,65.473,69.97,3.351
GRL,1978,49200.0,26688.0,22512.0,55.0778541259535,,63.4146341463415,60.0,67.0,2.197
GTM,1978,6561534.0,3327807.0,3233727.0,92.9613226523626,95.5,56.412,54.049,59.04,6.261
GUM,1978,105424.0,55929.0,49495.0,60.5873661441911,,69.57,66.743,73.099,3.105
GUY,1978,764586.0,380296.0,384290.0,89.3167535766814,59.6,60.646,58.3,63.254,3.967
HKG,1978,4667500.0,2403271.0,2264229.0,50.1045827976091,,73.5407317073171,70.57,76.66,2.272
HND,1978,3505463.0,1761020.0,1744443.0,102.073968348031,77.0,59.248,57.489,61.077,6.634
HRV,1978,4581085.0,2199088.0,2381997.0,48.5880344253373,,70.5387804878049,67.09,74.16,1.955
HTI,1978,5402580.0,2649456.0,2753124.0,82.6489915321767,137.3,49.484,48.011,50.893,5.642
HUN,1978,10684822.0,5178529.0,5506293.0,53.1642816985075,24.5,69.3939024390244,66.15,72.8,2.06
IDN,1978,141953163.0,70603014.0,71350149.0,81.1288661506517,90.5,57.607,55.405,59.923,4.732
IMN,1978,62398.0,29713.0,32685.0,68.5357750587473,,67.689,62.817,72.833,1.988
IND,1978,655728229.0,338986458.0,316741771.0,78.708214458787,115.2,52.42,52.699,52.125,4.888
IRL,1978,3329100.0,1673732.0,1655368.0,70.8190860093673,14.2,71.9963170731707,69.349,74.776,3.21
IRN,1978,37126535.0,19116645.0,18009890.0,85.8551156952198,101.4,56.042,55.199,56.968,6.344
IRQ,1978,12753355.0,6340820.0,6412535.0,106.572493302737,61.6,64.175,61.332,67.024,6.726
ISL,1978,223537.0,112767.0,110770.0,61.3181880507184,8.9,76.6492682926829,73.82,79.62,2.35
ISR,1978,3690000.0,1839785.0,1850215.0,70.6130371478679,17.4,73.2073170731707,71.5,75.0,3.354
ITA,1978,56155143.0,27270986.0,28884157.0,56.6987929772665,16.1,73.6931707317073,70.42,77.13,1.84
JAM,1978,2094836.0,1019505.0,1075331.0,93.3763194697659,34.8,68.739,66.847,70.518,3.838
JOR,1978,2083595.0,1067196.0,1016399.0,111.813112804274,50.4,65.602,64.547,66.708,7.594
JPN,1978,114913000.0,56729827.0,58183173.0,47.915903116287,8.3,75.5846341463415,72.97,78.33,1.79
KAZ,1978,14711497.0,7072025.0,7639472.0,62.311992123319,64.8,61.765,56.466,67.051,3.156
KEN,1978,14934126.0,7388850.0,7545276.0,117.139795468077,72.3,58.234,56.414,60.156,7.666
KGZ,1978,3487100.0,1697871.0,1789229.0,77.1163321768024,92.5,60.4847804878049,56.616,64.547,4.526
KHM,1978,5211653.0,2431436.0,2780217.0,88.6340422420714,216.1,11.573,10.25,13.374,3.338
KIR,1978,59864.0,29695.0,30169.0,84.8795552810377,91.2,56.924,55.31,58.504,4.969
KNA,1978,43217.0,20663.0,22554.0,89.0507436570429,45.1,63.995,61.147,66.66,3.286
KOR,1978,36969185.0,18713813.0,18255372.0,64.7090906984764,31.3,65.1975609756098,61.1,69.5,2.64
KWT,1978,1340319.0,763897.0,576422.0,72.7148434983184,35.5,70.7654146341463,68.342,73.31,5.521
LAO,1978,3171740.0,1577196.0,1594544.0,88.2150622371182,136.9,46.832,45.944,47.699,6.298
LBN,1978,2822682.0,1412122.0,1410560.0,79.8424497509128,56.0,59.996,56.358,63.974,4.176
LBR,1978,1818247.0,916141.0,902106.0,87.7175286596848,162.2,43.567,42.704,44.452,6.884
LBY,1978,3052526.0,1586869.0,1465657.0,102.307378773971,58.7,63.796,61.566,66.429,7.789
LCA,1978,115834.0,56202.0,59632.0,104.97425280034,28.6,67.38,64.706,69.791,4.825
LIE,1978,25028.0,12410.0,12618.0,49.8144379264935,,74.5905609756098,71.933,77.381,1.9
LKA,1978,14310128.0,7328545.0,6981583.0,70.0716302972947,38.4,66.844,64.68,69.439,3.81
LSO,1978,1327240.0,649362.0,677878.0,83.0457586468934,112.5,55.166,51.279,59.357,5.823
LTU,1978,3379514.0,1593306.0,1786208.0,54.4804163343108,17.1,70.6046341463415,65.99,75.45,2.08
LUX,1978,362007.0,177303.0,184704.0,49.035607392373,12.2,71.4146341463415,68.24,74.748,1.48
LVA,1978,2497921.0,1149399.0,1348522.0,50.363490252851,,68.9878048780488,64.1,74.12,1.87
MAC,1978,232400.0,114397.0,118003.0,75.8162863886703,,71.9051463414634,69.991,73.915,1.425
MAF,1978,7822.0,3886.0,3936.0,81.7801533813618,,72.238,67.817,76.935,4.319
MAR,1978,18477385.0,9248414.0,9228971.0,91.3956812205978,107.2,53.554,52.554,54.602,5.91
MCO,1978,26605.0,12325.0,14280.0,58.0526347056377,,74.656,71.34,77.812,2.284
MDA,1978,2656211.0,1229412.0,1426799.0,51.4184374926962,43.3,64.489,61.14,67.466,2.387
MDG,1978,8475864.0,4277325.0,4198539.0,101.233154525136,92.0,50.017,48.803,51.356,6.904
MDV,1978,156159.0,83322.0,72837.0,93.6783747581485,134.4,50.448,49.965,51.079,7.229
MEX,1978,63979046.0,31955932.0,32023114.0,98.182044476208,63.0,63.435,60.531,66.478,5.202
MHL,1978,28809.0,14830.0,13979.0,111.784165257664,50.3,60.701,57.431,64.778,7.58
MKD,1978,1879847.0,923847.0,956000.0,57.2388451707017,,68.9548780487805,67.61,70.367,2.416
MLI,1978,7229651.0,3609643.0,3620008.0,87.7638300060565,163.3,38.761,38.174,39.36,7.319
MLT,1978,310182.0,149760.0,160422.0,49.8492724497092,16.3,72.2289268292683,70.146,74.416,2.05
MMR,1978,31972976.0,16030553.0,15942423.0,77.611758059418,107.7,53.522,51.407,55.758,4.985
MNE,1978,562065.0,271483.0,290582.0,57.5082388019549,,71.7102195121951,69.379,74.158,2.247
MNG,1978,1619468.0,801551.0,817917.0,97.6794317653334,,54.8861707317073,53.133,56.727,6.62
MNP,1978,16130.0,8456.0,7674.0,80.7800067241959,,67.903,65.016,71.776,4.434
MOZ,1978,10618250.0,5122631.0,5495619.0,90.9954029435048,149.7,43.963,43.087,44.821,6.592
MRT,1978,1392713.0,690317.0,702396.0,95.442706506089,102.2,52.349,50.547,54.2,6.727
MUS,1978,933499.0,475343.0,458156.0,64.1632667416995,36.2,65.5920731707317,61.535,69.852,3.011
MWI,1978,5810132.0,2814622.0,2995510.0,92.7786633079929,139.8,43.002,41.027,44.967,7.434
MYS,1978,12328157.0,6195870.0,6132287.0,76.62971358785,26.2,67.17,65.093,69.429,4.179
NAM,1978,947269.0,458820.0,488449.0,99.7770808772511,68.7,59.111,56.15,61.98,6.384
NCL,1978,146392.0,75581.0,70811.0,76.5950516906523,,64.702,61.515,68.669,3.875
NER,1978,5782932.0,2849720.0,2933212.0,95.6258850289467,144.7,38.267,37.558,38.876,7.662
NGA,1978,69326532.0,34294012.0,35032520.0,89.888970613068,112.4,45.348,43.838,46.887,6.921
NIC,1978,3080314.0,1527868.0,1552446.0,99.2572601814609,92.6,53.533,48.387,59.448,6.164
NLD,1978,13941700.0,6926029.0,7015671.0,53.2822029837789,9.3,75.1451219512195,71.95,78.5,1.58
NOR,1978,4058671.0,2013184.0,2045487.0,59.4302861178741,8.8,75.4185365853659,72.36,78.63,1.77
NPL,1978,14839695.0,7529959.0,7309736.0,79.3902588362096,151.8,47.202,47.063,47.275,5.676
NRU,1978,7298.0,4330.0,2968.0,49.1823385118561,,58.288,56.214,63.121,3.843
NZL,1978,3121200.0,1555154.0,1566046.0,60.4725126811948,13.6,73.019512195122,69.8,76.4,2.07
OMN,1978,900304.0,452327.0,447977.0,101.151762274479,101.5,57.037,54.587,59.601,7.818
PAK,1978,76307379.0,40291665.0,36015714.0,88.7396426151106,128.6,56.072,55.735,56.573,6.783
PAN,1978,1866311.0,944534.0,921777.0,83.6565977429551,35.5,68.687,66.466,71.135,3.984
PER,1978,16516059.0,8278115.0,8237944.0,89.7638312762445,91.8,59.261,57.732,60.874,5.305
PHL,1978,45575281.0,22897918.0,22677363.0,91.5395113421161,52.7,61.531,58.524,64.691,5.393
PLW,1978,12440.0,6463.0,5977.0,87.1239470517449,42.7,61.294,56.65,67.295,3.74
PNG,1978,3003714.0,1587707.0,1416007.0,83.9901723754564,83.2,56.523,54.587,59.102,5.879
POL,1978,34965600.0,17034356.0,17931244.0,51.5823994546682,22.4,70.3512195121951,66.4,74.5,2.21
PRI,1978,3129421.0,1523854.0,1605567.0,68.645082575907,,72.528,68.817,76.442,2.9
PRK,1978,17735995.0,8458016.0,9277979.0,67.7878860063766,35.7,66.292,63.562,68.438,2.793
PRT,1978,9558250.0,4594025.0,4964225.0,60.2772096061858,26.8,70.3170731707317,67.0,73.8,2.45
PRY,1978,2899269.0,1453409.0,1445860.0,87.2770034325549,55.3,64.078,62.544,65.633,5.036
PSE,1978,,,,,78.1,,,,
PYF,1978,146821.0,76633.0,70188.0,80.3587003255328,,65.891,64.666,67.334,4.045
QAT,1978,241808.0,163324.0,78484.0,50.5119602631694,33.1,69.083,67.987,71.045,5.577
ROU,1978,21951464.0,10629360.0,11322104.0,57.8667561113373,30.3,69.4804878048781,67.1,71.98,2.52
RUS,1978,137060000.0,63007167.0,74052833.0,46.1863650678199,21.9,67.3909756097561,61.83,73.23,1.92
RWA,1978,5035171.0,2512676.0,2522495.0,96.0531003566994,128.5,46.165,45.507,46.809,8.157
SAU,1978,5381902.0,2829615.0,2552287.0,87.3455554573132,97.9,60.685,59.014,62.562,7.263
SDN,1978,15695003.0,7923350.0,7771653.0,99.6489257948525,89.6,53.29,51.774,54.875,6.72
SEN,1978,5568096.0,2804180.0,2763916.0,93.5031925049374,102.3,46.596,45.767,47.447,7.279
SGP,1978,2353600.0,1201329.0,1152271.0,49.8736937153788,12.3,71.2835609756098,68.386,74.326,1.79
SLB,1978,222029.0,117158.0,104871.0,106.392689819291,43.5,62.536,61.075,64.543,6.871
SLE,1978,3145517.0,1546086.0,1599431.0,84.6936762374494,143.0,42.192,40.483,43.934,6.591
SLV,1978,4394114.0,2183119.0,2210995.0,90.9854095974415,87.8,54.709,50.588,59.255,5.357
