country_code,year,total_population,male_population,female_population,working_age_population_ratio,mortality_rate,life_expectancy,life_expectancy_male,life_expectancy_female,fertility_rate
VGB,2004,22881.0,11488.0,11393.0,39.3059360730594,14.0,75.404,73.108,78.071,1.5
VIR,2004,108466.0,51814.0,56652.0,51.3746615680911,,77.7731707317073,74.7,81.0,2.17
VNM,2004,80338971.0,39248557.0,41090414.0,53.0547414323825,18.6,73.062,68.282,77.807,1.968
VUT,2004,205711.0,106631.0,99080.0,77.1400769833547,20.1,68.985,67.483,71.425,4.214
WSM,2004,186249.0,95906.0,90343.0,80.4625655236563,15.1,71.508,68.842,74.477,4.343
YEM,2004,22095167.0,11160321.0,10934846.0,99.4364822396363,61.9,64.881,63.017,66.731,5.712
ZAF,2004,48991421.0,23377403.0,25614018.0,57.8587721482822,49.0,53.963,51.915,55.754,2.436
ZMB,2004,11338198.0,5518447.0,5819751.0,97.6030631602521,66.7,50.54,49.901,51.097,5.698
ZWE,2004,12365896.0,5867366.0,6498530.0,81.6091651856766,64.2,46.043,45.655,46.507,3.776
ABW,2005,97635.0,46770.0,50865.0,42.6369612856099,,73.415,70.741,75.992,1.844
AFG,2005,24404567.0,12284658.0,12119909.0,109.728525433204,93.7,58.247,56.88,59.588,6.858
AGO,2005,19291161.0,9486138.0,9805023.0,92.0716996645369,94.4,52.13,50.203,54.051,6.461
ALB,2005,3011487.0,1478462.0,1533025.0,53.4435407688365,13.5,76.427,73.663,79.303,1.787
AND,2005,77421.0,40374.0,37047.0,36.7306571534535,5.4,83.086,81.24,85.272,1.224
ARE,2005,4664790.0,3217659.0,1447131.0,23.8508434184053,7.7,80.779,80.035,82.222,2.232
ARG,2005,39216789.0,19341994.0,19874795.0,58.4885317167095,14.4,75.231,71.767,78.632,2.426
ARM,2005,3146400.0,1459166.0,1687234.0,47.8193074702708,21.3,73.0756097560976,70.1,76.2,1.3
ASM,2005,56617.0,28890.0,27727.0,68.9081145584726,,72.382,69.973,75.125,3.863
ATG,2005,79611.0,37553.0,42058.0,49.2426514697061,10.8,75.364,72.236,78.298,1.832
AUS,2005,20176844.0,10019929.0,10156915.0,48.4752997933678,4.8,80.8414634146341,78.5,83.3,1.807
AUT,2005,8227829.0,3999420.0,4228409.0,47.5504023020352,4.1,79.3317073170732,76.6,82.2,1.41
AZE,2005,8391850.0,3994600.0,4397250.0,46.4150522686018,41.4,67.71,64.566,70.712,2.0
BDI,2005,7587299.0,3744034.0,3843265.0,92.7130065629574,73.4,53.053,51.458,54.589,6.708
BEL,2005,10478617.0,5127655.0,5350962.0,52.3334222062245,4.1,78.9804878048781,76.2,81.9,1.76
BEN,2005,8426144.0,4179151.0,4246993.0,90.9728456484841,70.9,57.738,56.511,58.903,5.692
BFA,2005,13932123.0,6903047.0,7029076.0,93.1659483550468,80.3,53.271,51.79,54.656,6.182
BGD,2005,144715786.0,72902576.0,71813210.0,65.1910648619481,46.0,65.509,64.476,66.668,2.846
BGR,2005,7658972.0,3725725.0,3933247.0,44.9424750943672,11.0,72.5609756097561,69.0,76.3,1.37
BHR,2005,888822.0,543026.0,345796.0,34.9290228362629,8.8,76.125,75.045,77.551,2.67
BHS,2005,343894.0,168756.0,175138.0,50.9986959213513,14.5,73.413,70.189,76.767,2.008
BIH,2005,4096493.0,1958617.0,2137876.0,43.5749208785894,6.4,76.424,72.491,79.816,1.203
BLR,2005,9663915.0,4505518.0,5158397.0,43.3371234549297,6.7,68.8512195121951,62.9,75.1,1.252
BLZ,2005,279731.0,140659.0,139072.0,72.1061439452668,17.1,70.335,68.02,73.042,3.173
BMU,2005,62711.0,31159.0,31552.0,44.7511771766227,,78.874,74.658,83.264,1.782
BOL,2005,9360754.0,4732198.0,4628556.0,71.5807768757071,45.7,64.182,62.015,66.523,3.558
BRA,2005,184688101.0,91571959.0,93116142.0,49.0129699418087,21.0,71.832,68.485,75.292,1.942
BRB,2005,268706.0,128838.0,139868.0,47.8220447143737,13.5,74.96,72.561,77.184,1.738
BRN,2005,358916.0,192568.0,166348.0,42.3524185743975,7.8,74.683,72.723,76.976,2.024
BTN,2005,661865.0,356045.0,305820.0,61.0733763436673,44.1,65.875,64.503,67.547,2.726
BWA,2005,1839877.0,905450.0,934427.0,63.6537247053591,43.0,54.386,52.487,56.279,3.082
CAF,2005,4288810.0,2153186.0,2135624.0,89.4839039752304,90.5,48.207,47.489,48.979,5.812
CAN,2005,32242732.0,15975662.0,16267070.0,44.4124530492161,5.2,80.1126829268293,77.82,82.52,1.58
CHE,2005,7437115.0,3641621.0,3795494.0,47.0425562749948,4.3,81.2365853658537,78.7,83.9,1.42
CHL,2005,16348778.0,8129901.0,8218877.0,49.6636024989372,7.7,78.459,75.589,81.262,1.825
CHN,2005,1303720000.0,666566056.0,637153944.0,39.2449238610193,19.4,74.085,71.595,76.769,1.624
CIV,2005,20068458.0,10072183.0,9996275.0,94.602228953393,80.2,52.432,51.356,53.601,5.499
CMR,2005,17074594.0,8493481.0,8581113.0,89.5663529097767,73.3,54.904,53.746,56.045,5.421
COD,2005,58775724.0,29091169.0,29684555.0,95.7457601790788,78.6,54.001,52.371,55.631,6.526
COG,2005,3696393.0,1843982.0,1852411.0,78.9931160851947,56.3,58.73,58.045,59.378,4.669
COL,2005,42128977.0,20880218.0,21248759.0,54.7328219349991,18.8,73.156,69.573,76.837,2.309
COM,2005,592677.0,294034.0,298643.0,96.4607842162313,54.6,60.883,59.309,62.566,5.012
CPV,2005,485115.0,241215.0,243900.0,72.4718422025655,23.9,70.936,66.98,74.63,2.726
CRI,2005,4261240.0,2113180.0,2148060.0,51.676426660516,9.7,78.877,76.29,81.407,2.038
CUB,2005,11262554.0,5626237.0,5636317.0,43.89879079599,5.6,77.54,75.382,79.819,1.486
CUW,2005,137658.0,63437.0,74221.0,51.190018561434,,73.873,70.606,76.907,2.037
CYM,2005,46788.0,23002.0,23786.0,32.4904431544669,,74.863,72.26,77.618,1.665
CYP,2005,1036151.0,525528.0,510623.0,43.3855082732175,3.9,79.198,76.714,81.81,1.479
CZE,2005,10211216.0,4989646.0,5221570.0,40.3846714345027,3.5,75.9243902439025,72.9,79.1,1.29
DEU,2005,82469422.0,40097557.0,42371865.0,50.0417234262092,3.9,78.9317073170732,76.2,81.8,1.34
DJI,2005,839167.0,417458.0,421709.0,71.8041372194151,73.3,58.548,56.295,60.888,4.035
DMA,2005,68734.0,34246.0,34488.0,59.0917507638182,19.0,72.016,69.436,74.787,1.998
DNK,2005,5419432.0,2681552.0,2737880.0,51.1905549022808,4.1,77.8439024390244,75.6,80.2,1.8
DOM,2005,9225034.0,4610699.0,4614335.0,61.125168394848,31.2,71.043,68.159,74.033,2.574
DZA,2005,33109249.0,17011030.0,16098219.0,50.9431035080137,29.0,72.836,71.76,73.962,2.562
ECU,2005,13846163.0,6920222.0,6925941.0,63.1110273929274,19.5,73.909,70.764,77.131,2.8
EGY,2005,81101004.0,41129624.0,39971380.0,62.7803568410348,31.2,68.355,65.947,70.832,3.254
ERI,2005,2661215.0,1304622.0,1356593.0,86.2826983249218,43.3,60.628,58.877,62.339,4.934
ESP,2005,43653155.0,21560238.0,22092917.0,45.0360312903004,3.8,80.1707317073171,77.0,83.5,1.33
EST,2005,1354775.0,629786.0,724989.0,46.9051008933964,5.6,72.5682926829268,67.3,78.1,1.52
ETH,2005,78367470.0,39258804.0,39108666.0,100.274720261847,74.4,54.364,53.092,55.663,6.194
FIN,2005,5246096.0,2567286.0,2678810.0,49.9152277192356,3.0,78.8170731707317,75.5,82.3,1.8
FJI,2005,882379.0,446449.0,435930.0,56.6351400767573,17.3,65.983,63.937,68.245,2.917
FRA,2005,63180854.0,30584787.0,32596067.0,53.7054007961336,3.4,80.1634146341463,76.7,83.8,1.94
FRO,2005,48359.0,25110.0,23249.0,56.7806775814557,,79.4414634146342,77.1,81.9,2.6386
FSM,2005,111412.0,55697.0,55715.0,70.7856212156051,31.5,64.906,62.005,68.047,3.595
GAB,2005,1463495.0,729918.0,733577.0,77.1346094492287,44.4,62.978,61.468,64.477,4.21
GBR,2005,60401206.0,29386494.0,31014712.0,51.8275715627106,5.1,79.0487804878049,77.0,81.2,1.76
GEO,2005,3902469.0,1787123.0,2115346.0,51.1318422314324,19.2,70.689,66.384,74.655,1.583
GHA,2005,22449438.0,11196556.0,11252882.0,77.7192578163005,53.4,59.638,58.353,60.915,4.496
GIB,2005,29163.0,14555.0,14608.0,52.7178466694596,,80.991,78.788,82.979,1.754
GIN,2005,9245844.0,4528891.0,4716953.0,96.608436613336,81.4,54.422,53.611,55.184,5.727
GMB,2005,1667037.0,825528.0,841509.0,94.6519231218328,61.6,59.11,57.506,60.747,5.708
GNB,2005,1381585.0,674030.0,707555.0,88.6231019389508,85.0,52.949,50.894,54.93,5.46
GNQ,2005,947367.0,485230.0,462137.0,75.7861845279182,90.6,55.766,54.406,57.095,5.559
GRC,2005,10987314.0,5416611.0,5570703.0,49.9778663729531,3.9,79.2390243902439,76.8,81.8,1.34
GRD,2005,109734.0,55708.0,54026.0,58.344035439604,13.0,73.7,71.025,76.566,2.242
GRL,2005,56935.0,30318.0,26617.0,43.8344743955739,,68.2351219512195,65.64,70.96,2.377
GTM,2005,13087629.0,6505127.0,6582502.0,84.6598327799119,34.0,68.167,65.088,71.339,3.974
GUM,2005,164365.0,84158.0,80207.0,54.8436631527381,,76.427,73.813,79.292,2.638
GUY,2005,760914.0,379600.0,381314.0,65.013022555804,37.2,64.392,61.398,67.704,2.648
HKG,2005,6813200.0,3240425.0,3572775.0,36.7124441593314,,81.6090243902439,78.77,84.59,0.959
HND,2005,7478355.0,3770614.0,3707741.0,78.3394613249721,24.1,69.198,67.067,71.493,3.577
HRV,2005,4310145.0,2071227.0,2238918.0,49.9613975378622,5.8,75.2446341463415,71.83,78.83,1.5
HTI,2005,9061273.0,4502158.0,4559115.0,72.8421985490925,61.7,60.318,58.209,62.465,3.835
HUN,2005,10087065.0,4790720.0,5296345.0,45.1149712598825,6.4,72.6487804878049,68.6,76.9,1.31
IDN,2005,230871650.0,115781562.0,115090088.0,52.8815735759382,33.2,67.531,65.794,69.264,2.452
IMN,2005,79516.0,39204.0,40312.0,51.9278535671978,,77.453,75.568,79.249,1.863
IND,2005,1154676322.0,597426194.0,557250128.0,61.9081709086155,56.7,64.939,63.608,66.376,2.958
IRL,2005,4159914.0,2076244.0,2083670.0,46.2404537484022,4.4,78.9439024390244,76.7,81.3,1.86
IRN,2005,71828455.0,36700649.0,35127806.0,44.7919748324646,23.3,72.446,70.299,74.758,1.756
IRQ,2005,28407448.0,14131738.0,14275710.0,83.8874965724331,35.0,64.899,60.919,69.005,4.446
ISL,2005,296734.0,149171.0,147563.0,51.0237631119548,2.4,81.5024390243902,79.6,83.5,2.05
ISR,2005,6930100.0,3423826.0,3506274.0,60.7965324131479,4.5,80.1512195121951,78.2,82.2,2.84
ITA,2005,58166682.0,28207948.0,29958734.0,50.9499137159275,3.8,80.7829268292683,78.1,83.6,1.33
JAM,2005,2687066.0,1333057.0,1354009.0,56.9905194579843,17.8,71.493,69.125,73.956,2.148
JOR,2005,6029587.0,3132320.0,2897267.0,71.1118691378464,19.7,72.977,71.082,75.169,3.653
JPN,2005,127773000.0,62675164.0,65097836.0,51.5938532384092,2.7,81.9551219512195,78.56,85.52,1.26
KAZ,2005,15968117.0,7581581.0,8386536.0,47.6883857087747,26.0,65.356,59.616,71.311,2.274
KEN,2005,35796484.0,17822201.0,17974283.0,87.0486694098986,49.4,58.51,57.433,59.517,4.801
KGZ,2005,5162640.0,2485098.0,2677542.0,60.1019662934415,34.1,67.9560975609756,64.2,71.9,2.5
KHM,2005,13439202.0,6509662.0,6929540.0,69.2930311374068,54.5,64.113,61.911,66.101,3.238
KIR,2005,98035.0,47840.0,50195.0,70.8909303257971,44.4,65.517,63.767,67.126,3.76
KNA,2005,46437.0,23022.0,23415.0,49.838668043366,16.8,71.151,68.109,74.428,1.931
KOR,2005,48184561.0,24524772.0,23659789.0,39.3635610064232,4.4,78.1682926829268,74.9,81.6,1.085
KWT,2005,2236788.0,1320684.0,916104.0,36.2412473260794,9.9,76.8007804878049,74.832,78.868,2.731
LAO,2005,5869523.0,2956515.0,2913008.0,79.5964595509479,72.7,60.688,58.411,63.07,3.685
LBN,2005,4671102.0,2321856.0,2349246.0,52.612987012987,13.4,76.074,73.996,77.979,2.291
LBR,2005,3301015.0,1636455.0,1664560.0,85.8486024822865,87.9,56.765,55.333,58.219,5.519
LBY,2005,5858798.0,3011543.0,2847255.0,54.0214280925948,17.9,71.439,69.62,73.689,2.765
LCA,2005,165450.0,82320.0,83130.0,53.945642161287,16.0,72.544,69.523,75.682,1.807
LIE,2005,34753.0,17135.0,17618.0,40.787554691298,,80.6682926829268,77.4,84.1,1.49
LKA,2005,20216524.0,9962011.0,10254513.0,48.0577770685276,11.2,73.073,69.391,77.061,2.263
LSO,2005,1953076.0,949339.0,1003737.0,72.660270322596,81.4,43.611,41.438,45.9,3.428
LTU,2005,3322528.0,1545638.0,1776890.0,48.9993026577485,7.3,71.2536585365854,65.4,77.4,1.29
LUX,2005,465158.0,230137.0,235021.0,48.4273639000482,2.9,79.4317073170732,76.7,82.3,1.63
LVA,2005,2238799.0,1026838.0,1211961.0,46.1935033090744,8.6,71.3560975609756,65.6,77.4,1.39
MAC,2005,473500.0,225739.0,247761.0,31.4580319885838,,81.3414634146341,79.0,83.8,0.912
MAF,2005,33928.0,16111.0,17817.0,50.070771408351,,77.802,74.407,81.692,2.779
MAR,2005,30358144.0,15248420.0,15109724.0,56.1916489979919,36.7,68.748,67.112,70.454,2.613
MCO,2005,32210.0,15652.0,16558.0,58.6748768472906,3.7,84.34,80.841,87.811,2.006
MDA,2005,2888985.0,1335010.0,1553975.0,42.6576130378575,18.0,68.197,64.067,72.102,1.528
MDG,2005,19159707.0,9609150.0,9550557.0,92.0343514216222,54.2,60.664,59.366,61.997,5.195
MDV,2005,306429.0,160891.0,145538.0,59.5743351264653,18.6,74.785,73.65,76.321,2.199
MEX,2005,105811504.0,51659736.0,54151768.0,60.6344937397539,19.2,73.627,71.35,75.877,2.495
MHL,2005,51906.0,26580.0,25326.0,70.1780269499361,33.3,64.112,62.089,66.571,4.276
MKD,2005,2005330.0,983111.0,1022219.0,46.8173694803374,12.2,73.6975609756098,71.6,75.9,1.5
MLI,2005,13538647.0,6829475.0,6709172.0,97.5418176830727,87.8,53.792,53.036,54.544,6.708
MLT,2005,403834.0,200463.0,203371.0,44.6070549983349,6.1,79.3,77.3,81.4,1.38
MMR,2005,47438365.0,23709227.0,23729138.0,54.3329324573011,65.0,61.72,58.839,64.778,2.515
MNE,2005,614261.0,293657.0,320604.0,49.789189017833,9.3,73.9829268292683,71.3,76.8,1.69
MNG,2005,2536407.0,1251753.0,1284654.0,50.301413827289,31.5,65.2807317073171,62.11,68.61,2.0
MNP,2005,62354.0,30442.0,31912.0,38.7657453153514,,77.307,75.749,79.131,2.256
MOZ,2005,20304569.0,9772561.0,10532008.0,92.3546289579785,80.2,52.322,50.956,53.516,5.5
MRT,2005,2939059.0,1453205.0,1485854.0,89.9065929024563,51.8,63.92,61.796,66.022,5.376
MUS,2005,1228254.0,618716.0,609538.0,43.7141008435022,13.6,72.4321951219512,69.12,75.91,1.88
MWI,2005,12840031.0,6224208.0,6615823.0,99.9013106426173,65.1,52.469,50.646,54.275,5.848
MYS,2005,25836071.0,13353471.0,12482600.0,55.4857254554276,6.5,74.37,71.927,77.112,2.391
NAM,2005,1966582.0,950437.0,1016145.0,74.1613552573432,38.4,52.557,50.694,54.288,3.571
NCL,2005,244381.0,122423.0,121958.0,52.52997459727,,74.867,71.973,77.976,2.227
NER,2005,13756192.0,6961207.0,6794985.0,103.161797729245,84.8,53.32,52.887,53.699,7.769
NGA,2005,145017253.0,72861022.0,72156231.0,88.7013602682499,83.7,49.538,48.994,50.078,6.063
NIC,2005,5342105.0,2621329.0,2720776.0,69.4687250377982,23.6,70.374,67.315,73.398,2.765
NLD,2005,16319868.0,8056980.0,8262888.0,48.1687259592709,4.4,79.3463414634146,77.2,81.6,1.71
NOR,2005,4623291.0,2293021.0,2330270.0,52.3220986245749,3.3,80.0414634146342,77.7,82.5,1.84
NPL,2005,26309458.0,13104916.0,13204542.0,76.3566959043179,48.8,65.275,63.301,67.317,3.115
NRU,2005,10049.0,5169.0,4880.0,61.4136546184739,31.2,59.361,57.049,62.849,3.377
NZL,2005,4133900.0,2024839.0,2109061.0,50.5037483038793,5.5,79.8512195121951,77.9,81.9,1.97
OMN,2005,2459802.0,1421263.0,1038539.0,52.9309144264007,10.4,75.07,73.114,77.989,3.029
PAK,2005,175453212.0,90346913.0,85106299.0,81.4989219399268,80.4,62.416,61.115,63.926,4.595
PAN,2005,3313026.0,1663408.0,1649618.0,56.667292448204,17.2,75.16,72.045,78.401,2.643
PER,2005,28101180.0,14078966.0,14022214.0,59.9218464564285,21.4,71.988,69.896,74.24,2.643
PHL,2005,88015962.0,44199328.0,43816634.0,67.8557797530439,25.0,68.423,64.666,72.143,3.448
PLW,2005,19819.0,10647.0,9172.0,41.8276799771003,18.6,66.219,62.892,70.535,2.017
PNG,2005,6535905.0,3400500.0,3135405.0,70.5944059046986,51.4,61.868,60.149,64.023,4.22
POL,2005,38165445.0,18460302.0,19705143.0,42.282987328555,6.5,74.9951219512195,70.8,79.4,1.24
PRI,2005,3821362.0,1836217.0,1985145.0,54.9320163666705,,76.703,73.086,80.267,1.7702
PRK,2005,24396433.0,11916431.0,12480002.0,47.3258619340289,26.3,69.168,65.273,72.813,1.872
PRT,2005,10503330.0,5055672.0,5447658.0,49.6803556531447,3.7,78.0707317073171,74.9,81.4,1.41
PRY,2005,5448097.0,2750105.0,2697992.0,67.2726814974197,25.8,71.317,69.01,73.744,2.973
PSE,2005,3320396.0,1662966.0,1657430.0,90.8092101558127,22.6,72.004,70.188,73.869,4.867
PYF,2005,259507.0,131862.0,127645.0,50.8402066949157,,79.951,77.474,82.616,2.181
QAT,2005,825408.0,563979.0,261429.0,31.0339900844394,8.7,76.909,76.21,77.918,2.635
ROU,2005,21319685.0,10246750.0,11072935.0,44.7235013938328,15.5,71.9121951219512,68.4,75.6,1.4
RUS,2005,143518814.0,66568279.0,76950535.0,40.7583002208105,11.0,65.529756097561,58.92,72.47,1.294
RWA,2005,9054528.0,4330523.0,4724005.0,84.0730589597124,63.9,56.968,55.309,58.444,5.5
SAU,2005,20559890.0,12050112.0,8509778.0,54.94563722827,14.6,74.4,72.985,76.359,3.161
SDN,2005,31262444.0,15574449.0,15687995.0,92.7382924648302,66.8,57.226,53.81,61.071,5.397
SEN,2005,11235472.0,5554569.0,5680903.0,86.4483699936111,53.5,60.98,59.345,62.591,5.133
SGP,2005,4265762.0,2158739.0,2107023.0,32.0662807862252,2.3,79.990243902439,77.6,82.5,1.26
SLB,2005,483080.0,248272.0,234808.0,81.5414563752588,22.3,67.79,65.843,70.133,4.411
SLE,2005,5501712.0,2723034.0,2778678.0,89.3721615922689,109.3,48.306,47.412,49.18,5.807
SLV,2005,6005578.0,2872463.0,3133115.0,69.6710957720224,20.1,69.336,64.53,74.024,2.44
SMR,2005,29836.0,14370.0,15466.0,45.9758305200842,3.5,81.926,79.814,83.871,1.198
SOM,2005,10644228.0,5324715.0,5319513.0,102.889222455719,104.2,50.894,49.393,52.42,7.527
SRB,2005,7440769.0,3528908.0,3911861.0,48.196334272477,7.8,72.8341463414634,70.2,75.6,1.45
SSD,2005,7590143.0,3725490.0,3864653.0,91.6844373372986,96.6,53.965,53.393,54.473,6.022
STP,2005,161639.0,80406.0,81233.0,85.3615742758194,34.9,62.434,60.365,64.571,4.939
SUR,2005,519313.0,263737.0,255576.0,57.5504297411845,23.7,66.997,64.13,70.235,2.712
SVK,2005,5372807.0,2611194.0,2761613.0,40.0609481106868,6.9,73.9048780487805,70.1,77.9,1.27
SVN,2005,2000474.0,979363.0,1021111.0,42.0451213026428,3.5,77.6121951219512,74.1,81.3,1.26
SWE,2005,9029572.0,4476575.0,4552997.0,53.1107024197386,3.0,80.5463414634146,78.4,82.8,1.77
SWZ,2005,1079022.0,516119.0,562903.0,77.5516147981893,74.7,43.958,42.765,45.096,3.704
SXM,2005,32057.0,15460.0,16597.0,38.2303479798198,,74.681,72.122,77.317,1.708
SYC,2005,82858.0,42777.0,40081.0,47.7865372953305,12.1,72.1317073170732,67.4,77.1,2.2
SYR,2005,18814091.0,9489028.0,9325063.0,73.8691559143367,18.1,72.797,70.906,74.85,3.605
TCA,2005,23988.0,12269.0,11719.0,42.6498572787821,6.3,75.954,73.825,78.34,2.106
TCD,2005,10328092.0,5144831.0,5183261.0,104.389061641316,93.0,48.86,47.851,49.866,7.134
TGO,2005,5844631.0,2920588.0,2924043.0,80.696832117533,61.0,55.916,55.307,56.508,5.038
THA,2005,66017420.0,32645486.0,33371934.0,42.0963439239568,14.8,72.894,69.343,76.61,1.644
TJK,2005,6924720.0,3334391.0,3590329.0,73.0961466114903,41.4,66.531,63.983,69.12,3.398
TKM,2005,5052257.0,2485622.0,2566635.0,59.9336113140604,43.0,66.275,62.396,70.183,2.706
TLS,2005,948311.0,487001.0,461310.0,81.1793813645135,65.3,61.272,59.745,62.917,5.611
TON,2005,105671.0,53303.0,52368.0,78.3807964347811,12.0,70.56,67.102,74.469,4.195
TTO,2005,1294494.0,640988.0,653506.0,37.7387962350157,24.3,70.185,67.143,73.223,1.625
TUN,2005,10255472.0,5152525.0,5102947.0,47.4404054705282,18.9,73.712,71.379,76.203,1.953
TUR,2005,69329557.0,34780073.0,34549484.0,52.7174114645273,21.1,73.51,70.304,76.909,2.197
TUV,2005,9940.0,4954.0,4986.0,68.7033265444671,32.1,64.096,61.386,66.763,3.546
TZA,2005,39182076.0,19407597.0,19774479.0,90.6762965909488,62.3,57.675,56.228,59.099,5.579
UGA,2005,27963289.0,13765074.0,14198215.0,109.760305775951,67.0,54.926,52.929,56.853,6.525
UKR,2005,47585556.0,22137958.0,25447598.0,42.9263643308974,14.0,67.517,61.824,73.5,1.221
URY,2005,3285771.0,1593141.0,1692630.0,59.214030422378,12.4,75.829,71.911,79.796,2.097
USA,2005,295516599.0,147151596.0,148365003.0,48.0956829396105,6.8,77.4878048780488,75.0,80.1,2.057
UZB,2005,26356975.0,13246440.0,13110535.0,59.3766906615768,41.7,67.481,64.604,70.424,2.438
VCT,2005,112450.0,57768.0,54682.0,56.3325455303768,20.0,70.454,67.941,73.306,2.068
VEN,2005,26785804.0,13388125.0,13397679.0,58.5122487499449,15.3,73.075,69.378,76.967,2.629
VGB,2005,23665.0,11822.0,11843.0,38.5642346879026,13.9,75.569,73.166,78.335,1.34
VIR,2005,108453.0,51839.0,56614.0,51.1455807341751,,77.4219512195122,74.3,80.7,2.24
VNM,2005,81088313.0,39579827.0,41508486.0,51.3412154712425,18.1,73.198,68.393,77.951,1.887
VUT,2005,210760.0,109052.0,101708.0,75.5484848989655,19.8,69.166,67.62,71.624,4.133
WSM,2005,186978.0,96180.0,90798.0,79.8288050012022,15.0,71.487,68.848,74.415,4.322
YEM,2005,22790085.0,11516600.0,11273485.0,97.1784979519556,58.7,65.356,63.466,67.234,5.563
ZAF,2005,49490033.0,23652461.0,25837572.0,56.6510379746355,47.9,53.914,52.088,55.465,2.512
ZMB,2005,11718819.0,5714758.0,6004061.0,96.7715302677538,61.2,51.615,51.029,52.115,5.697
ZWE,2005,12483432.0,5916178.0,6567254.0,82.2028188716048,66.6,46.57,46.198,47.005,3.693
ABW,2006,99405.0,47568.0,51837.0,42.7685060178669,,73.498,70.791,76.109,1.862
AFG,2006,25424094.0,12805479.0,12618615.0,108.889135191956,90.1,58.553,56.974,60.123,6.686
AGO,2006,20015279.0,9847394.0,10167885.0,91.8966478141105,89.1,52.965,51.107,54.811,6.419
ALB,2006,2992547.0,1471577.0,1520970.0,52.4132353218301,12.7,76.994,74.183,79.943,1.686
AND,2006,79585.0,41583.0,38002.0,36.5890914083685,5.1,83.374,81.501,85.593,1.234
ARE,2006,5009100.0,3448897.0,1560203.0,23.501200223279,7.6,81.155,80.42,82.585,1.958
ARG,2006,39622115.0,19547820.0,20074295.0,58.0003526705021,14.0,75.279,72.021,78.437,2.4
ARM,2006,3127100.0,1449250.0,1677850.0,46.4862231466127,20.1,72.8243902439025,69.8,76.0,1.3
ASM,2006,56374.0,28743.0,27631.0,67.8297112235784,,72.397,70.061,75.043,3.685
ATG,2006,80604.0,38051.0,42553.0,48.0901725183266,10.5,75.506,72.254,78.575,1.831
AUS,2006,20450966.0,10159956.0,10291010.0,48.3296763998251,4.7,81.0414634146342,78.7,83.5,1.908
AUT,2006,8268641.0,4022015.0,4246626.0,48.0318641277387,4.0,79.8804878048781,77.1,82.8,1.41
AZE,2006,8484550.0,4047790.0,4436760.0,44.8703115705014,38.6,68.489,65.23,71.603,1.97
BDI,2006,7865547.0,3883501.0,3982046.0,91.9058450723641,69.5,53.962,52.395,55.47,6.659
BEL,2006,10547958.0,5162632.0,5385326.0,51.9611319103656,4.0,79.380487804878,76.6,82.3,1.8
BEN,2006,8693242.0,4313689.0,4379553.0,90.4640703836321,69.3,57.966,56.741,59.13,5.673
BFA,2006,14373707.0,7128374.0,7245333.0,92.7395482180547,77.1,53.784,52.255,55.218,6.17
BGD,2006,146405973.0,73574026.0,72831947.0,64.524039740509,43.9,66.048,64.951,67.273,2.755
BGR,2006,7601022.0,3696739.0,3904283.0,44.7386390684655,10.4,72.6121951219512,69.1,76.3,1.44
BHR,2006,960424.0,589672.0,370752.0,33.1961279227803,8.5,76.51,75.425,77.918,2.464
BHS,2006,348375.0,170685.0,177690.0,50.5308277629185,14.4,73.456,70.177,76.873,2.019
BIH,2006,4063272.0,1941745.0,2121527.0,43.508435103423,6.3,76.028,72.004,79.607,1.18
BLR,2006,9604924.0,4473220.0,5131704.0,42.7725595063791,6.1,69.4048780487805,63.6,75.5,1.335
BLZ,2006,287878.0,144587.0,143291.0,70.9215268335837,16.8,70.535,68.227,73.233,3.021
BMU,2006,62834.0,31192.0,31642.0,44.8946179034266,,78.87,74.534,83.42,1.79
BOL,2006,9521689.0,4811974.0,4709715.0,70.4318320212529,43.3,64.529,62.399,66.825,3.533
BRA,2006,186653106.0,92509047.0,94144059.0,48.2684711339596,19.7,72.296,68.953,75.744,1.896
BRB,2006,270002.0,129327.0,140675.0,47.2178753891703,13.4,75.049,72.691,77.229,1.702
BRN,2006,364663.0,195465.0,169198.0,41.0981748675744,7.8,74.753,72.799,77.03,1.969
BTN,2006,670799.0,361136.0,309663.0,59.0913187428257,41.2,66.499,65.056,68.258,2.66
BWA,2006,1874516.0,923229.0,951287.0,62.6397653218019,43.8,55.112,53.469,56.709,3.114
CAF,2006,4377579.0,2197584.0,2179995.0,89.6444106919827,87.8,48.687,47.881,49.553,5.84
CAN,2006,32571193.0,16139677.0,16431516.0,44.1056701402663,5.2,80.5436585365854,78.29,82.91,1.63
CHE,2006,7483934.0,3667017.0,3816917.0,46.8901179998901,4.2,81.490243902439,79.1,84.0,1.44
CHL,2006,16509195.0,8209190.0,8300005.0,48.7080013399686,7.6,78.533,75.797,81.205,1.798
CHN,2006,1311020000.0,670397796.0,640622204.0,38.2094413932748,17.7,74.404,71.904,77.1,1.644
CIV,2006,20546802.0,10309923.0,10236879.0,94.5536018470982,78.1,52.885,51.882,53.963,5.448
CMR,2006,17550407.0,8733151.0,8817256.0,89.1418397265385,71.3,55.301,54.064,56.526,5.369
COD,2006,60615908.0,30007351.0,30608557.0,95.8995825040623,75.9,54.498,52.915,56.077,6.547
COG,2006,3837409.0,1915267.0,1922142.0,77.9621361893274,52.1,59.474,58.729,60.185,4.651
