"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Europe & Central Asia","ECS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6540343739824","8.73666665472684","9.71770683930478","9.4519338229736","9.81404560827671","10.1571960322512","10.1064388083667","10.260866397718","9.22488351653652","8.73662885825117","8.64956819828703","8.74183361029904","8.7336676271247","8.36729247923748","7.95450976674417","7.21791241016894","7.18366353518024","9.12712953904813","9.18612211888442","8.83092017215648","9.04372149020027","9.24009111916475","8.91493139663156","8.52633603195774","8.05533295054516","7.49541973192097","6.98008920608706","6.73002856185318","7.07547809508177","6.94774002300658","5.8488347143357","5.56296412118245","5.33736935822181",
"Ecuador","ECU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","4.4","5.3","","5.8","","","","","","","","","","7.24","6.99","7.71","5.88","8.19","8.56","7.95","6.68","6.7","10.38","9.17","11.49","13.96","4.8","4.252","","5.662","5.002","3.779","3.55","3.142","3.917","4.608","4.088","3.458","3.235","3.083","3.48","3.616","4.597","3.836","3.53","3.812","6.116","4.504","3.713","3.51","3.453",
"Egypt, Arab Rep.","EGY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","2.4","1.82","1.53","1.71","2.3","2.57","","3.13","3.64","4.55","5.18","4.97","5.21","6.47","5.89","","","","","7.06","8.43","9.38","8.92","10.92","10.93","11.04","9","8.37","8.03","7.95","8.98","9.26","10.01","10.91","10.32","11.049","10.49","8.8","8.517","9.087","8.757","11.849","12.597","13.154","13.105","13.052","12.45","11.767","9.855","7.851","7.974","7.441","7.344","6.753","",
"Euro area","EMU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.22163116412694","8.39137307687599","8.97047357337862","10.5927941975937","11.7404071486652","11.3721641861534","11.6233087401922","11.6193395087287","11.2032356956833","10.4520655498087","9.47222938361836","8.41873260562831","8.67989167075215","9.0208405343962","9.28985762130963","9.14955743402771","8.42908540808872","7.53678965173941","7.54387898457331","9.63277240168371","10.1735187864755","10.2600499297652","11.4154534363541","11.9996372462448","11.6247311658148","10.8815468838212","10.0322067439986","9.06874789296679","8.14583969338391","7.50783594736942","7.83492417826981","7.74374867175729","6.77165015217088","6.55681483975153","6.35492988894135",
"Eritrea","ERI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","1.3","1.1","1.5","1.5","2.49","3.04","4.8","2.9","5.2","6.97","8.61","11.4","14.17","16","17.49","20.25","21.64","21.259","20.607","19.854","17.331","16.273","15.929","17.697","22.156","24.209","22.675","22.142","20.698","18.673","15.475","13.785","10.348","11.146","11.283","11.09","9.146","8.452","8.232","11.254","17.857","19.86","21.39","24.789","26.094","24.441","22.057","19.635","17.224","15.255","14.104","15.532","14.914","13.033","12.179","11.344",
"Estonia","EST","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56","0.637","1.468","3.681","6.544","7.561","9.659","9.915","10.369","9.51","11.573","13.36","13.134","10.026","11.288","10.248","8.033","5.915","4.592","5.455","13.548","16.707","12.328","10.021","8.631","7.352","6.412","6.882","5.807","5.412","4.514","6.956","6.178","5.571","6.378","7.499",
"Ethiopia","ETH","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","1.2","","","","","","","","","","3.1","","","","","3.714","","","","","","2.497","","","","","","","","2.251","","","","","","","","3.935","","","",
"European Union","EUU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.44642165096745","8.12326490438157","9.27605544765715","10.8720709314946","11.5064098802499","11.035918097976","11.1119453215069","10.9454939970371","10.5266327323995","10.2127404292856","9.70648142104999","9.21023289249237","9.56474012915663","9.70354629905559","9.85574243526537","9.63148127948681","8.68652334151983","7.50180506167496","7.24140110289056","9.21098706069366","9.87273269443519","9.92845830052384","10.8756461962427","11.3509627247917","10.8255500658124","10.0171568889365","9.10668849489035","8.13322601114697","7.24515747039176","6.67825315263667","7.05643113114169","7.03119214454814","6.16004099279901","6.02392546664748","5.90821940150296",
"Fragile and conflict affected situations","FCS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","2.83","1.89","2.26","2.42","2.45","1.61","2.08","3.75","6.09","7.23","6.2","4.86","5.04","5.28","5.43","5.12","5","5.32","5.07","4.47","3.14","3.069","6.503","11.595","16.201","16.426","17.005","15.572","14.967","13.214","11.693","11.134","10.29","10.423","10.469","10.358","9.602","8.935","6.854","6.369","8.249","8.394","7.781","7.689","8.193","8.663","9.376","8.818","8.64","7.361","6.695","7.759","7.617","6.719","7.149","8.336",
"Fiji","FJI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","6.06","","","","","","","","","5.93","5.35","5.88","5.7","5.4","5.78","","","","","","","8.22","4.7","3.886","","8.75","8.94","8.72","8.91","4.406","9","","6.17","","4.319","","","","","","","","5.361",
"France","FRA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","2.42","2.67","2.77","2.69","2.86","4.08","4.47","5.01","5.27","6.03","6.42","7.54","8.2","7.918","9.533","10.259","10.23","10.735","10.18","9.618","9.36","9.134","10.203","11.32","12.593","11.834","12.367","12.566","12.074","11.981","10.218","8.61","8.702","8.306","8.914","8.882","8.832","8.008","7.386","9.122","9.279","9.228","9.841","9.913","10.273","10.354","10.057","9.409","9.018","8.415","8.009","7.871","7.303","7.335","7.388",
"Faroe Islands","FRO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.17","4","","3.85","3.7","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.863","","","","","","","","","","",
"Gabon","GAB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.78","","","","","","","","","","","","16.91","","","","","20.39","","","","","","","","","","","","","","",
"United Kingdom","GBR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","3.3","3.7","2.6","2.6","4","5.5","5.8","5.7","5.3","6.8","10.4","10.9","11.088","10.901","11.48","11.508","11.017","9.004","7.405","6.969","8.55","9.772","10.346","9.648","8.694","8.189","7.072","6.198","6.042","5.558","4.696","5.037","4.807","4.594","4.884","5.472","5.399","5.748","7.683","7.973","8.195","8.279","7.752","6.398","5.552","4.909","4.501","4.145","3.657","4.518","4.864","3.768","4.025","4.361",
"Georgia","GEO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","5","14.53","13.8","10.82","11.16","12.59","11.51","12.62","13.81","13.57","13.28","17.87","20.71","20.203","19.632","19.653","19.416","17.439","16.506","16.604","13.939","12.667","11.565","11.734","","","","",
"Ghana","GHA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.489","4.7","","","","","","8.2","10.1","10.456","","","","","","4.897","","","","5.384","","","2.173","","6.806","","3.369","","","","3.195","2.87","","",
"Gibraltar","GIB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.549","","","","","","","","","","","","5.044","","","","","5.018","","","","","",
"Gambia, The","GMB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.268","","","","","","4.055","","","","","6.479","",
"Guinea-Bissau","GNB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.127","1.799","","","2.666","","",
"Equatorial Guinea","GNQ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","3.42","4.94","7.804","8.1","7.8","7.356","7.448","7.828","7.505","7.012","7.572","8.927","10.177","9.808","10.116","10.402","10.472","12.227","12.138","11.345","10.764","10.346","9.839","10.628","10.074","8.906","8.351","7.664","9.546","12.719","17.973","24.731","27.686","26.708","24.981","23.514","21.413","19.179","17.045","15.899","14.656","12.426","11.023","10.02",
"Grenada","GRD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.91","","","26.93","","16.89","","15.24","","","","","","","","","","","","","","","24.2","24.5","22.9","","","13.658","9.788","12.974","13.035","","6.34","",
"Greenland","GRL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.92","10.08","11.56","9.03","11.02","9.53","8.82","10.3","10.44","9.25","8.4","","","","7.8","9.4","9.8","10.1","10.3","9.1","","","","","","","","","",
"Guatemala","GTM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","2.15","2.27","","","","","2.4","","1.94","","","","","","","","","","","","","2.254","2.807","2.971","","1.902","","","","3.497","4.126","2.765","3.017","2.717","2.506","2.583","2.462","2.283","2.193","","2.174","3.051","2.344","",
"Guam","GUM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","9.6","8.21","8.79","","","","9.9","8.7","9.6","9.25","","","6.28","","","2.81","2.831","3.509","3.837","5.527","7.6","7.9","8.283","9.67","7.74","13.95","15.32","13.213","11.39","","7.7","7","7.4","8.3","","9.3","8.2","13.3","12.2","11.5","7.6","6.9","5.4","","","","","","","","",
"Guyana","GUY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.09","","","","","11.9","","","","","","","","","","11.81","","","","10.7","","","","","","","","","","","","13.627","13.172","","","","","",
"High income","HIC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.75027767895224","6.55139015197907","7.09074819667448","7.60284187912205","7.92385131983361","7.72172346345043","7.77511472453237","7.79179118838604","7.73204760884782","7.65962492703763","7.06018632232088","6.91062268988955","7.23742419704904","7.35949575484376","7.1593676915283","6.79440576540458","6.33253838550155","5.71669116905534","5.95153287685689","8.09109083381877","8.20879361002298","7.89030597363385","7.78106579876175","7.70767757374077","7.09279700200173","6.60104413816696","6.11026478918288","5.60446965933019","5.10401452475116","4.7840433674263","6.49674965049541","5.60444538803755","4.53608873324527","4.37293076494536","4.39329198228292",
"Hong Kong SAR, China","HKG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","9.17","5","4.3","1.59","2.09","2.4","1.53","1.85","2.11","1.92","3.18","2.82","1.73","1.36","1.07","1.32","1.8","1.96","1.96","1.9","3.22","2.83","2.22","4.58","6.25","4.92","5.09","7.28","7.86","6.74","5.58","4.77","4.01","3.56","5.26","4.329","3.422","3.285","3.4","3.296","3.314","3.392","3.124","2.805","2.917","5.808","5.174","4.318","2.949","2.988",
"Honduras","HND","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","8.1","","","","","","","","7.3","","","","12.12","11.4","","","4.78","4.58","3.06","","","3.24","4.37","3.32","4.02","3.85","","4","4.02","5.3","5.99","4.909","3.574","3.211","3.156","3.292","4.119","4.474","3.755","5.646","7.078","6.147","6.727","5.528","5.648","5.698","10.982","8.506","8.774","6.07","4.91",
"Heavily indebted poor countries (HIPC)","HPC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.14","","","","","9.68","9.71","11.392","13.559","16.064","15.822","15.053","13.924","13.664","12.598","11.13","9.909","8.53","9.202","11.62","13.678","16.046","17.231","17.209","16.15","13.015","11.078","8.322","6.551","7.389","7.483","6.811","6.121","5.033",
"Haiti","HTI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","12.2","","","","","","","11.25","","","","","","","","","7.2","","","","","","","","16.8","","","","","14.1","","","","","","","","","","","","",
"Hungary","HUN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","8.5","9.816","11.94","10.697","10.171","10.022","8.991","8.925","6.929","6.563","5.671","5.608","5.79","5.832","7.189","7.494","7.406","7.817","10.03","11.172","11.029","11.003","10.177","7.725","6.813","5.115","4.156","3.667","3.411","4.248","4.021","3.583","4.096","4.466",
"IBRD only","IBD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0716910499478","","5.12394768281001","5.35194404560519","5.7533033576772","6.10323465134733","5.41009172978966","6.27690418030624","6.76772944142303","6.58693594246793","6.49667069005545","5.81027417122101","6.10652064056396","5.76958898232984","5.73468670295371","6.02040451681136","4.9856465167763","5.61936898629232","4.93401947411487","5.35657497207816","5.37936353930472","","","5.61563617160333","6.34522170255272","6.17066744476537","6.97486595718355","6.44431602020619","5.7482749898503","","",
"IDA & IBRD total","IBT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.09719293131331","","","","","","5.40541774961801","","","","","5.7705309036033","","","","","4.81393406140807","5.21411583839781","4.83331809873295","5.00745241286571","","","","","6.19257843582616","6.15287634093591","6.72069111585614","6.323500947878","","","",
"IDA total","IDA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.73979112781899","","3.5474170860364","3.5358267754864","4.10756654371273","4.6280997111489","","","7.62246044412275","","","","","",
"Indonesia","IDN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","1.92","1.29","2.48","","1.66","","2.85","","","2.1","2.59","2.55","2.74","","2.541","2.617","2.734","2.782","4.366","","4.861","4.684","5.459","6.358","6.077","6.082","6.604","6.657","7.303","7.945","7.551","8.06","7.208","6.106","5.614","5.153","4.468","4.336","4.049","4.514","4.301","3.783","4.387","3.59","4.255","3.827","3.462","3.308","",
"IDA only","IDX","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","3.1","3.5","3.7","3.1","2.3","2.9","4.6","5.9","7.1","7.4","8","7.7","5.8","3.3","2","2.1","4.1","4.3","4.9","4.7","4.4","3.54","","","0.8","0.6","1.6","0.5","0.8","1","1.4","2.42","1.4","1.4","","","3.31","","2.598","1.98","","2.67","","","","","","","","",
"India","IND","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.147","","","","","","2.731","","","","","3.804","","","","","3.115","","3.222","","","","","","7.652","6.51","7.859","6.38","4.822","4.172","4.173",
"Not classified","INX","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","14.764","16.438","17.92","18.02","18.056","17.431","16.092","14.077","15.771","15.021","15.571","14.544","11.97","11.692","10.191","7.699","5.804","4.318","3.684","4.216","4.478","4.491","4.237","4.355","4.98","6.774","12.609","14.534","15.354","15.451","13.735","11.858","9.908","8.374","6.713","5.741","4.95","5.623","6.357","4.465","4.243","4.271",
"Iran, Islamic Rep.","IRN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2","","","","","11.1","","","","","9.1","","","","","","12.8","","10.3","11.813","11.519","10.772","10.63","12.113","13.679","12.491","12.275","10.595","10.68","11.166","12.618","12.232","12.195","10.74","9.687","9.282","9.085","8.129","",
"Iraq","IRQ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.646","","","","","7.965","","10.59","","10.82","13.02","","","","16.173","","","",
"Iceland","ISL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.548","4.305","5.257","5.326","5.196","3.6","3.72","3.069","2.178","1.936","1.874","2.988","3.997","4.031","2.547","2.83","2.251","2.946","7.22","7.564","7.028","6","5.376","4.897","3.979","2.978","2.742","2.704","3.507","5.478","6.029","3.789","3.518","3.558",
"Israel","ISR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","4.47","3.82","3.46","2.7","2.64","3.05","","3.47","","3.42","2.78","4.59","4.92","4.81","4.32","5.69","6.33","","","","","9.565","10.575","11.171","10.017","7.813","6.872","6.682","7.681","8.535","8.892","8.78","9.364","10.302","10.72","10.369","8.993","8.404","7.319","6.1","7.61","6.637","5.604","6.762","6.137","5.789","5.176","4.723","4.14","3.917","3.731","4.169","4.812","3.695","3.371","2.901",
"Italy","ITA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","5.44","5.44","6.39","6.37","5.38","5.82","6.64","7.12","7.24","7.64","7.53","","9.03","8.531","9.404","9.404","10.535","10.719","10.973","10.989","9.781","10.097","9.321","10.212","11.086","11.661","11.864","11.985","12.117","11.681","10.834","9.599","9.211","8.869","7.866","7.73","6.777","6.076","6.723","7.749","8.363","8.359","10.655","12.149","12.683","11.896","11.688","11.211","10.538","9.884","9.192","9.497","8.069","7.627","6.499",
"Jamaica","JAM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","17.58","","","23.18","22.11","20.5","19.65","21.81","","23.72","","35.51","25","26.7","","","33.39","","","23.03","","15.72","15.74","15.75","16.32","15.34","16.23","16.01","16.35","15.5","15.74","15.539","14.93","14.19","11.731","12.205","11.263","10.325","9.745","6.666","7.314","7.63","8.034","8.695","9.698","9.046","13.511","8.634","7.399","5.47","4.987","6.501","5.188","4.083","3.022","",
"Jordan","JOR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","6.6","","","13.3","14.8","","","","","","19.7","","14.6","13.7","","","","13.7","14.7","15.3","14.5","","14.8","14","13.1","12.7","12.9","12.5","12.9","12.2","12.6","11.9","13.075","15.275","18.12","18.257","16.801","19.213","19.837","18.2","16.62","",
"Japan","JPN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","1.7","1.4","1.3","1.3","1.1","1.2","1.3","1.3","1.2","1.1","1.1","1.2","1.4","1.3","1.4","1.9","2","2","2.2","2.1","2","2.2","2.4","2.6","2.7","2.6","2.8","2.8","2.5","2.3","2.1","2.1","2.2","2.5","2.9","3.2","3.4","3.4","4.1","4.7","4.748","5.02","5.386","5.251","4.734","4.446","4.192","3.888","4.002","5.068","5.102","4.55","4.358","4.038","3.589","3.385","3.132","2.822","2.467","2.351","2.809","2.808","2.614","2.6","2.5",
"Kazakhstan","KAZ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","0.4","1.11","7.54","10.98","12.96","13.01","13.13","13.46","12.75","10.43","9.33","8.78","8.4","8.13","7.79","7.26","6.63","6.55","5.77","5.39","5.29","5.2","5.06","4.93","4.96","4.9","4.85","4.8","4.89","","4.86","","",
"Kenya","KEN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.004","","","","","","9.957","","","","9.6","","","","","","","2.757","","","5.014","","5.585","5.441","","",
"Kyrgyz Republic","KGZ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.54","7.84","12.55","9.92","8.53","8.11","8.27","8.1","8.22","8.41","8.692","7.455","5.908","5.526","5.051","4.2","4.009","3.319","4.559","5.45","5.945","5.149","4.767","3.498","",
"Cambodia","KHM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.963","0.638","","0.039","2.764","2.055","","0.909","7.53","","","1.257","0.825","0.579","0.771","0.577","1.279","0.438","0.692","0.393","0.716","0.141","","0.499","0.172","0.396","","0.256","",
"Kiribati","KIR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.65","","","","","30.58","","","","","9.334","","","","8.557","10.971","","","2.786","",
"St. Kitts and Nevis","KNA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","9.83","","","","","","","","","","","5.14","","","","","","","","","","5.12","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","4.86","4.51","4.57","4.59","4.04","4.15","4.18","3.808","3.806","3.167","3.812","5.18","4.495","4.348","4.055","3.796","3.982","3.81","3.075","2.514","2.566","2.449","2.291","2.393","2.777","2.405","2.016","2.004","2.576","6.811","6.472","4.063","3.699","3.046","3.348","3.42","3.482","3.254","3.013","2.959","3.363","3.324","2.992","2.812","3.067","3.082","3.546","3.65","3.653","3.824","3.746","3.931","3.639","2.857","2.675","2.784",
"Kuwait","KWT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","1.02","","","","","1.91","","","","","0.8","0.7","","0.7","0.7","0.7","0.7","0.8","0.8","1.1","1.3","1.7","1.95","1.3","1.5","1.75","1.64","1.82","","","","2.9","2.2","2.16","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.58092589712333","6.43508319520326","","8.32987689276343","8.65621788655325","8.32622432213087","8.95450801037623","9.64886469528849","","8.98447424858688","9.18572895968167","8.91942247446002","8.25965739523551","8.13278422910534","7.05544168132616","7.25492542071598","6.63661372041227","7.66181628218745","","6.50396464745759","6.34195032992412","6.14082960109293","5.93019915507078","6.48634232839445","7.75175120458665","8.11355847980964","7.9564027572357","8.13064974704418","10.4512970637093","9.20405991684738","6.83341331228432","6.00716062503381","5.28704590730954",
"Lao PDR","LAO","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","","","","","","","","","","1.35","","","","","0.708","","","","","2.006","","3.268","","","","","1.209","","",
"Lebanon","LBN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.62","","","","","","","7.85","","","8.98","","6.355","","","","","","","","","","11.301","","","","","",
"Liberia","LBR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.266","","","","2.079","","3.081","5.931","","","","","","","",
"Libya","LBY","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.03","","","","","","","","","","","","",
"St. Lucia","LCA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8","17","15.83","16.33","20.47","21.6","18.09","16.49","","20.39","22.18","20.97","18.7","16","14","12.72","15.37","","18.86","19.06","22.21","","","","18.894","19.116","15.344","20.405","19.58","15.766","12.021","10.074",
