"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Low income","LIC","Population, female","SP.POP.TOTL.FE.IN","58240575","59598371","61003145","62463739","63996810","65597487","67265865","69024778","70858387","72730234","74647847","76602420","78562144","80621293","82780217","84970887","87194805","89488927","92089679","94863950","97249614","99049758","101159033","103872974","106704711","109549287","112361600","115203784","118006847","120943638","123862859","126670935","130118100","134161095","138019314","141898113","146000526","150069040","154245413","158584539","162779116","167090412","171980729","177085086","182110897","187344104","192958191","198648087","204335155","210185199","216144588","222180216","228144669","233841940","239521055","245436941","251859152","258735130","266063530","273809114","281656280","289385836","297104803","305254252","313646495",
"Liechtenstein","LIE","Population, female","SP.POP.TOTL.FE.IN","8424","8635","8908","9223","9544","9746","9932","10196","10522","10639","10641","10867","11145","11482","11822","12028","12137","12322","12618","12897","12862","12935","13223","13320","13394","13532","13710","13867","14052","14218","14420","14656","14878","15124","15328","15491","15637","15757","16000","16304","16536","16830","17099","17296","17469","17618","17752","17850","17934","18044","18183","18337","18505","18654","18764","18877","19001","19137","19283","19436","19601","19737","19886","20058","20226",
"Sri Lanka","LKA","Population, female","SP.POP.TOTL.FE.IN","4566552","4690546","4817581","4948021","5082000","5218637","5357019","5498608","5642837","5786507","5927883","6065355","6199187","6330127","6457834","6584958","6714302","6845975","6981583","7121439","7260792","7391889","7491386","7549315","7583749","7643805","7747100","7850303","7942750","8041355","8107291","8181802","8326829","8482369","8619165","8774765","8956318","9139189","9324634","9510762","9696396","9863354","9985021","10079929","10169173","10254513","10344264","10437686","10531352","10622449","10710896","10799994","10894417","10596380","10698581","10800570","10926762","11055587","11170638","11242045","11304243","11429255","11445125","11373412","11312992",
"Lower middle income","LMC","Population, female","SP.POP.TOTL.FE.IN","400325143","410335652","420599655","431145141","441959114","452864002","463802195","475020883","486549207","498286830","510347858","522493274","535008002","548170542","561768161","575757103","590028516","604737412","619762403","635402416","652080250","669314933","686801322","704555011","722653550","741186191","760042312","779130438","798402422","817876535","838722590","858672837","878607816","898716311","918807787","939071554","959497446","980074709","1000787202","1021444058","1042273819","1063349444","1084181235","1104851997","1125725228","1146432132","1167347973","1188756415","1210032070","1231424719","1253107023","1274792535","1296318229","1317528150","1339061135","1360022822","1380810806","1401411545","1421623445","1441531888","1461330444","1480282863","1499019686","1518672117","1538434273",
"Low & middle income","LMY","Population, female","SP.POP.TOTL.FE.IN","1028573038","1043226714","1064249652","1091181012","1118320222","1145958994","1175410197","1204920382","1235323906","1266853103","1299108879","1331753017","1363928818","1396448517","1428865885","1460691374","1492197539","1523639643","1555808049","1588917250","1622593955","1656779707","1692699397","1729443726","1766226544","1803718340","1842171478","1881567422","1921111584","1960584207","2000841060","2039245253","2077542534","2115483794","2153174294","2191298897","2229557095","2267626773","2305290124","2342481918","2379277471","2415925328","2452251688","2488302960","2524500943","2560761781","2597230444","2633513847","2670396067","2707806029","2745526034","2783774817","2823003015","2861881510","2900647237","2938626395","2976704423","3015333492","3053337809","3090437465","3126013607","3158934257","3189516565","3220926586","3254113713",
"Lesotho","LSO","Population, female","SP.POP.TOTL.FE.IN","410163","421985","434194","446724","459533","472656","488558","504311","517506","531104","545145","559671","574714","590297","606547","623670","641371","659351","677878","697097","716958","737417","758449","780024","802097","824629","848157","869939","889042","907708","925699","942913","959250","974414","988289","1001056","1012415","1020866","1026133","1028936","1029343","1027816","1024684","1019767","1012751","1003737","999590","1003781","1010827","1018339","1026321","1035525","1046041","1057384","1069400","1081880","1094950","1108385","1121713","1134699","1147923","1160865","1173128","1185745","1198531",
"Late-demographic dividend","LTE","Population, female","SP.POP.TOTL.FE.IN","548064895","549347002","556588134","569399823","582005230","594960361","609222999","623077002","637302804","652271984","667636780","683281710","698033330","712330349","725946747","738506909","750410670","761653517","772914134","784131422","795144656","806341310","818502430","830623985","842328907","854382824","867092384","880411414","893758791","906740673","918751014","930210273","941199365","951547030","961650413","971528573","981190177","990677393","999873662","1008480451","1016324188","1023716436","1030611235","1037284215","1043835272","1050336455","1056950224","1063623281","1070371756","1076929283","1082924659","1089453840","1097196565","1104757519","1112593828","1119909703","1127117168","1134617266","1141018810","1146501966","1150628294","1153238457","1155469441","1157274696","1158962146",
"Lithuania","LTU","Population, female","SP.POP.TOTL.FE.IN","1497823","1518848","1537169","1553449","1570260","1587023","1604025","1621253","1637643","1650903","1666461","1685907","1702947","1718125","1732772","1746718","1760354","1773716","1786208","1795620","1803508","1813681","1826321","1840726","1855491","1871062","1888079","1906362","1925370","1940312","1948011","1951659","1950169","1942407","1931354","1919229","1907448","1895973","1884351","1872985","1862057","1849114","1836042","1822531","1803619","1776890","1752045","1734011","1717728","1701064","1668541","1632755","1612340","1597249","1583993","1570463","1552412","1531533","1514811","1503471","1494406","1488262","1498514","1517536","1524901",
"Luxembourg","LUX","Population, female","SP.POP.TOTL.FE.IN","158813","160406","162523","164337","166270","168294","169673","170367","170890","171833","172847","174383","176073","177934","180465","182593","183671","184182","184704","185371","186293","187086","187537","187828","188056","188403","189218","190295","191429","192941","194899","197108","199518","202126","204903","207864","210690","213219","215621","218251","221258","224033","226305","228800","231671","235021","238667","242252","246375","250598","254867","260100","265852","271615","277781","284010","289817","296729","302293","308152","313203","317795","324321","331083","336599",
"Latvia","LVA","Population, female","SP.POP.TOTL.FE.IN","1183662","1197472","1209602","1222005","1234904","1245559","1251809","1258361","1267341","1275062","1281906","1289147","1297247","1306976","1317435","1326923","1334876","1341960","1348522","1352914","1355615","1359171","1364777","1371857","1379394","1387277","1396933","1409321","1421681","1427325","1424501","1418016","1400839","1376418","1356122","1338851","1324736","1311969","1299805","1289658","1278039","1262964","1250013","1238636","1225136","1211961","1200577","1189978","1177515","1159916","1138157","1118395","1103724","1090947","1079758","1069877","1059653","1049671","1039977","1030973","1022507","1013110","1009582","1007833","999007",
"Macao SAR, China","MAC","Population, female","SP.POP.TOTL.FE.IN","87825","88172","90243","92235","112411","130862","129437","128089","126737","125284","126113","120906","119013","123726","129553","126373","123137","119974","118003","117806","118487","120480","125951","134044","141630","145882","149875","156104","161471","166797","172485","181621","191884","198841","205666","212357","215592","216976","219827","222754","224705","226673","229178","231977","237854","247761","261146","272765","283194","280266","281407","288251","298420","311780","328247","340237","346139","344767","351125","358919","366920","366127","364046","365681","370628",
"St. Martin (French part)","MAF","Population, female","SP.POP.TOTL.FE.IN","2173","2242","2311","2381","2457","2541","2647","2774","2884","2972","3062","3156","3249","3344","3450","3567","3693","3819","3936","4044","4149","4247","4724","5678","6758","7899","9089","10320","11597","12902","13794","14154","14382","14569","14720","14836","14911","14940","14915","15076","15498","15967","16436","16904","17365","17817","18257","18670","19051","19392","19606","19715","19832","19914","19919","19864","19762","19592","19078","17899","16650","15912","15336","14658","13979",
"Morocco","MAR","Population, female","SP.POP.TOTL.FE.IN","5824975","5975316","6133634","6292874","6450551","6617561","6793264","6975453","7161854","7351503","7545474","7740622","7938754","8142370","8349271","8560719","8775638","8997739","9228971","9467703","9718479","9979764","10246912","10515769","10779914","11038197","11280931","11508180","11732082","11952566","12171780","12385024","12593605","12796952","12992856","13191770","13391882","13588946","13786803","13982606","14172714","14359470","14542493","14721807","14909974","15109724","15308662","15507663","15708433","15910203","16118402","16332477","16546127","16755079","16956154","17149154","17351000","17558322","17748489","17926376","18112440","18301045","18491547","18689276","18879151",
"Monaco","MCO","Population, female","SP.POP.TOTL.FE.IN","12014","12049","12131","12283","12428","12551","12640","12684","12785","12979","13176","13347","13487","13592","13670","13791","13969","14134","14280","14404","14498","14565","14675","14846","15021","15182","15338","15492","15636","15769","15890","16004","16111","16214","16313","16408","16499","16586","16653","16695","16697","16682","16668","16645","16610","16558","16474","16354","16343","16599","16988","17369","17743","18103","18437","18749","19012","19222","19459","19448","19426","19652","19859","19887","19731",
"Moldova","MDA","Population, female","SP.POP.TOTL.FE.IN","1116615","1140294","1163410","1185541","1206493","1226601","1246399","1265875","1285194","1304606","1319684","1330420","1341746","1354119","1367562","1381810","1396557","1411602","1426799","1438648","1450013","1464312","1478765","1494004","1510056","1526748","1544639","1563153","1581557","1592678","1595484","1596327","1595258","1592183","1587101","1579965","1577208","1572036","1572245","1570823","1568885","1566624","1564225","1561153","1558299","1553975","1548038","1543047","1538918","1535993","1533647","1532014","1531023","1529777","1529419","1519685","1503935","1479894","1455601","1433899","1419764","1399856","1364474","1326593","1289933",
"Madagascar","MDG","Population, female","SP.POP.TOTL.FE.IN","2507421","2575789","2645508","2716718","2789706","2864912","2943136","3024895","3110559","3200306","3294454","3393337","3496366","3603309","3714351","3829407","3948396","4071392","4198539","4329816","4464529","4601659","4741887","4885315","5031486","5181180","5333587","5489700","5652158","5821474","5998166","6182208","6372988","6572217","6781396","7001049","7231579","7472039","7721266","7976435","8233558","8490810","8748266","9008303","9274831","9550557","9835364","10128399","10430225","10741029","11057955","11376286","11695225","12017445","12343710","12673530","13008607","13351165","13702719","14063352","14429564","14797988","15170358","15549002","15932427",
"Maldives","MDV","Population, female","SP.POP.TOTL.FE.IN","41433","42636","43882","45156","46439","48123","50188","52065","53697","55285","56953","58699","60504","62340","64247","66309","68502","70725","72837","74894","77067","79335","81647","83951","86362","89284","92694","96204","99626","102975","106475","110028","113384","116481","119346","122154","124890","127425","129762","131925","134089","136375","138692","140981","143255","145538","147909","150442","153142","155998","159002","162127","165320","168512","171767","175321","179029","182607","186071","189425","192637","195678","197920","199376","200994",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Population, female","SP.POP.TOTL.FE.IN","76528106","78545527","80635200","82802162","85050168","87364293","89796097","92399945","95065645","97829725","100682051","103565754","106518390","109633671","112857064","116271699","119865242","123566683","127408782","131423810","135660293","140011686","144482643","149197057","154178591","159305146","164490497","169769756","175079710","180470765","186589056","191915468","197619551","203173683","208537666","213854652","219163764","224519133","229969414","235521553","240985020","246474587","252076070","257831687","263785822","269911871","276275074","282744440","289417962","296304514","302596843","309392282","316064758","322698402","328952826","335236526","341300483","347255834","353284694","359678364","366613091","372532911","379736173","387401678","394954122",
"Mexico","MEX","Population, female","SP.POP.TOTL.FE.IN","18361133","18943958","19562173","20208152","20881602","21583658","22312199","23064578","23836548","24620795","25412202","26210603","27019300","27839319","28669381","29505523","30342786","31180517","32023114","32866764","33702828","34538832","35378903","36217606","37054511","37891290","38730664","39574319","40421903","41266637","42111877","42962984","43814602","44664821","45513846","46361119","47200873","48029166","48849958","49664369","50465710","51234745","51975645","52706226","53428954","54151768","54885582","55655575","56463306","57284985","58110700","58938429","59751889","60547316","61307925","62006294","62658212","63292732","63932674","64578493","65163578","65668355","66211396","66813627","67401427",
"Marshall Islands","MHL","Population, female","SP.POP.TOTL.FE.IN","7141","7396","7667","7937","8210","8489","8749","9064","9534","10075","10570","11014","11424","11810","12214","12649","13087","13530","13979","14442","14960","15572","16249","16948","17669","18411","19170","19938","20671","21283","21792","22252","22649","22992","23293","23561","23800","24023","24235","24471","24722","24930","25079","25185","25264","25326","25372","25392","25396","25397","25393","25299","25049","24689","24258","23775","23248","22678","22076","21457","20830","20174","19538","18924","18311",
"Middle income","MIC","Population, female","SP.POP.TOTL.FE.IN","970332463","983628343","1003246507","1028717273","1054323412","1080361507","1108144332","1135895604","1164465519","1194122869","1224461032","1255150597","1285366674","1315827224","1346085668","1375720487","1405002734","1434150716","1463718370","1494053300","1525344341","1557729949","1591540364","1625570752","1659521833","1694169053","1729809878","1766363638","1803104737","1839640569","1876978201","1912574318","1947424434","1981322699","2015154980","2049400784","2083556569","2117557733","2151044711","2183897379","2216498355","2248834916","2280270959","2311217874","2342390046","2373417677","2404272253","2434865760","2466060912","2497620830","2529381446","2561594601","2594858346","2628039570","2661126182","2693189454","2724845271","2756598362","2787274279","2816628351","2844357327","2869548421","2892411762","2915672334","2940467218",
"North Macedonia","MKD","Population, female","SP.POP.TOTL.FE.IN","736341","746729","755705","764891","776102","787526","799478","811844","824627","837678","850895","863878","876626","889611","902815","916222","929790","943084","956000","968926","981793","994412","1004851","1012775","1020192","1027425","1034318","1041114","1047966","1054436","1060152","1056430","1043134","1029047","1022927","1027481","1034523","1026075","1031154","1034751","1037158","1039321","1030683","1031735","1028070","1022219","1016331","1010297","1004188","997455","990857","986093","981965","978108","975849","974197","972195","969538","965958","960785","952111","943403","940844","938871","920328",
"Mali","MLI","Population, female","SP.POP.TOTL.FE.IN","2678858","2721225","2764539","2808365","2852441","2897349","2942869","2989230","3037224","3086522","3137705","3190086","3244517","3302687","3363178","3424941","3486964","3551551","3620008","3691617","3767945","3847819","3930334","4016438","4102734","4185003","4262376","4336094","4410971","4491824","4578544","4667423","4759477","4856784","4959740","5065974","5173918","5290502","5424124","5575062","5737325","5909662","6093816","6288731","6494167","6709172","6931841","7162660","7401265","7645590","7897180","8155875","8396820","8645339","8922879","9206403","9502542","9810309","10121898","10432310","10752863","11088185","11428053","11774460","12127823",
"Malta","MLT","Population, female","SP.POP.TOTL.FE.IN","172623","171874","171113","170360","169645","168343","166458","164575","162508","160285","159101","158835","158436","158024","157599","158416","158870","159128","160422","161690","163030","163879","167083","169106","168813","171523","174231","175313","176624","178229","179865","184659","186466","188220","189870","191087","192228","193575","194721","195755","196929","198347","199735","200953","202203","203371","204042","204725","206010","207507","208468","209284","210896","212802","216480","221167","225873","231398","238037","245181","248546","249130","255406","265910","276267",
"Myanmar","MMR","Population, female","SP.POP.TOTL.FE.IN","10857869","11096837","11342642","11595512","11855734","12124770","12400881","12683560","12973038","13268548","13570461","13875453","14183573","14480079","14763521","15050535","15339465","15635819","15942423","16252257","16565316","16878786","17188635","17526407","17892614","18252693","18597721","18925627","19240447","19547599","19849262","20138532","20418314","20696557","20975528","21254140","21533474","21816119","22096737","22367693","22625338","22871764","23108711","23332039","23538696","23729138","23908031","24083115","24211401","24341747","24528751","24731987","24946550","25164590","25379693","25589467","25798842","26004364","26198925","26389410","26585323","26780850","26977460","27177563","27371250",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Population, female","SP.POP.TOTL.FE.IN","73581078","75494308","77457166","79503970","81622673","83808056","86116273","88564204","91095928","93709944","96394258","99102318","101875572","104775291","107786563","110985364","114349438","117804600","121385478","125115631","129056876","133104835","137253189","141632090","146282087","151061643","155893949","160806142","165746145","170763473","176732750","181752742","186933881","192097716","197094969","202024928","206913671","211828351","216838880","221939313","226956530","232015495","237185349","242511820","248026228","253683449","259500907","265296336","271252609","277452500","283641759","289769913","295718378","301484830","307157471","312551475","317826502","323318605","329178334","335217987","341273586","347315970","353493537","360000606","366458590",
"Montenegro","MNE","Population, female","SP.POP.TOTL.FE.IN","254644","259989","265531","270746","274692","276709","276409","274193","271147","268796","268225","269569","272350","276190","280196","283658","286373","288583","290582","292774","295405","298630","302265","305911","309015","311189","312252","312367","311915","311464","311401","311914","312888","314051","315027","315573","315626","315324","314874","314564","314602","316469","318318","320045","320562","320604","320615","320697","320909","321266","321579","321863","322291","322793","323306","323716","324047","324382","324634","324836","324903","324278","323564","323484","323581",
"Mongolia","MNG","Population, female","SP.POP.TOTL.FE.IN","494948","509938","525259","540049","554811","570570","587133","604096","621040","637688","654506","672117","690622","710030","730335","751493","773410","795790","817917","838953","859493","880511","902060","924265","947319","971437","996851","1023686","1051727","1076543","1063707","1097747","1099414","1098611","1111599","1130478","1149007","1166445","1183841","1201840","1217516","1230531","1244591","1258888","1271698","1284654","1299122","1315571","1335285","1358212","1381042","1405320","1433455","1463845","1495638","1526288","1555206","1582417","1608630","1634513","1663059","1692787","1719168","1744331","1767423",
"Northern Mariana Islands","MNP","Population, female","SP.POP.TOTL.FE.IN","4366","4493","4632","4790","4954","5120","5293","5349","5180","4915","4971","5465","6080","6643","6997","7186","7358","7516","7674","7833","8361","9396","10586","11806","13053","14320","15610","16916","18235","19559","20563","21150","21631","22112","22611","23544","25817","28971","32056","35060","36583","36159","35187","34140","33044","31912","30741","29542","28323","27093","26252","25913","25664","25375","25041","24667","24264","23828","23360","22858","22541","22262","21812","21345","20899",
"Mozambique","MOZ","Population, female","SP.POP.TOTL.FE.IN","3441284","3500404","3563117","3629088","3697986","3770661","3846295","3924734","4006663","4091885","4182079","4286310","4412818","4557414","4714390","4884315","5066296","5269195","5495619","5729432","5894255","6007156","6133499","6256605","6381473","6507072","6626474","6657609","6645260","6694526","6785900","6913225","7042457","7262873","7764561","8236837","8504694","8740864","8948396","9158914","9371945","9591512","9817273","10049039","10286868","10532008","10785290","11047481","11325312","11623609","11938795","12272273","12622830","12985740","13359832","13744964","14144776","14562669","14992896","15432082","15887255","16353471","16832437","17327861","17829684",
"Mauritania","MRT","Population, female","SP.POP.TOTL.FE.IN","417560","428491","439996","452120","464900","478361","492539","507398","522889","538969","555554","572542","589896","607652","625847","644474","663559","682858","702396","722465","743130","764545","786685","809469","832940","857117","881925","907446","933787","957273","981537","1010266","1049229","1092065","1129351","1160351","1183162","1209474","1240985","1274396","1310145","1344326","1377262","1411787","1447904","1485854","1525823","1568037","1617201","1673470","1732348","1793729","1857075","1917417","1974744","2033597","2093955","2155804","2219146","2283919","2350013","2417259","2487363","2560475","2633669",
"Mauritius","MUS","Population, female","SP.POP.TOTL.FE.IN","333926","332222","340365","349177","358127","366632","374746","382493","389891","396984","403859","410597","417142","423542","430108","437108","444446","451987","458156","466384","474459","481621","487539","491962","496981","500842","504418","507873","511001","515003","519209","525353","532798","539629","547723","552948","559140","566690","573159","580935","587082","592138","596651","601370","605545","609538","612784","615980","618646","620780","622790","624316","626220","627580","628571","629286","629623","630114","630423","630676","630870","631390","630337","630733","630815",
"Malawi","MWI","Population, female","SP.POP.TOTL.FE.IN","1883966","1928606","1974926","2022959","2072319","2122767","2174711","2228387","2283559","2339742","2397242","2456949","2519305","2584955","2654633","2728759","2808124","2895533","2995510","3108092","3230078","3359341","3494487","3634918","3779583","3927581","4074484","4274793","4512335","4728326","4916447","5067519","5214401","5287982","5223593","5212841","5313669","5418683","5534755","5667405","5810372","5957252","6109269","6268603","6437240","6615823","6803683","6999609","7202920","7413188","7629393","7850013","8074103","8302533","8535032","8769790","9008726","9252768","9500563","9753369","10011613","10272771","10537752","10809386","11088242",
"Malaysia","MYS","Population, female","SP.POP.TOTL.FE.IN","3904222","4013953","4126940","4242596","4360017","4478009","4595801","4711046","4824666","4940176","5059440","5183100","5309392","5438361","5570516","5705432","5843904","5986259","6132287","6281990","6454297","6651253","6856319","7070092","7292914","7525261","7764773","8007931","8252290","8495510","8738591","8978649","9211289","9442153","9678268","9920770","10167524","10416187","10667549","10918539","11169538","11427667","11690930","11954623","12218206","12482600","12748162","13013157","13274118","13527149","13766507","13988076","14203266","14423221","14648654","14882321","15125577","15374022","15620144","15854594","16067734","16273730","16491015","16716229","16939879",
"North America","NAC","Population, female","SP.POP.TOTL.FE.IN","100844011","102647378","104363771","106017521","107650121","109163868","110610679","111999799","113291419","114544998","116002493","117690716","118953859","120123066","121277374","122532865","123746792","125017047","126338671","127719313","128971690","130215347","131398344","132509402","133560776","134643529","135799402","136978157","138183947","139520534","141007123","142721312","144560192","146319553","147978761","149601639","151200641","152857162","154445990","156016249","157560743","159015563","160450672","161773534","163212625","164663625","166206085","167743300","169308793","170796978","172250893","173538681","174797753","176003993","177285571","178547234","179868576","181064568","182150872","183148609","183987879","184390273","185752511","187780994","190049024",
"Namibia","NAM","Population, female","SP.POP.TOTL.FE.IN","306726","313110","319968","327322","335158","343371","352006","361302","371148","381537","392507","403966","415986","428371","441202","454719","467672","480145","488449","496464","506328","512729","522490","536920","551953","568169","586023","605181","626833","667081","707630","731009","754242","778904","803924","828020","851098","873724","896460","919283","941359","961143","977710","991392","1003754","1016145","1029052","1042829","1057616","1073389","1090194","1109031","1133212","1161638","1190973","1221651","1253796","1287366","1322414","1358966","1398226","1439149","1478744","1515985","1550325",
"New Caledonia","NCL","Population, female","SP.POP.TOTL.FE.IN","37754","38997","40292","41577","42845","44136","45471","46859","48288","49919","52078","54642","57325","60126","63030","66005","68358","69749","70811","71846","72856","73837","74786","75918","77281","78656","80035","81457","82924","84736","86957","89307","91685","94043","96385","98734","101043","103379","105781","108183","110627","113087","115505","117888","120114","121958","123494","124952","126377","128021","130248","132857","135529","138252","140615","141835","142266","142624","142917","143249","143754","144458","145532","146908","148286",
"Niger","NER","Population, female","SP.POP.TOTL.FE.IN","1838350","1887543","1938354","1990612","2044130","2098600","2154007","2210445","2267847","2326255","2385943","2446355","2508137","2572276","2638621","2707557","2779313","2854228","2933212","3016765","3104020","3193661","3285268","3379264","3475759","3575705","3679953","3788100","3899883","4015899","4137002","4262993","4394109","4531485","4676099","4829957","4990479","5155146","5328809","5511595","5702257","5902000","6110154","6327852","6556050","6794985","7044910","7306110","7578851","7863008","8158542","8465184","8788395","9122931","9464023","9819171","10185785","10554059","10923757","11297004","11675856","12062154","12460549","12877706","13307084",
"Nigeria","NGA","Population, female","SP.POP.TOTL.FE.IN","22739993","23222767","23725587","24244231","24778366","25330840","25895712","26466266","27056481","27672525","28311320","28972304","29667562","30411299","31214873","32088231","33012661","33993401","35032520","36112813","37241594","38389543","39541587","40566536","41596067","42763402","43918540","45079376","46269962","47497977","48760873","50034572","51336193","52683505","54066007","55485010","56931955","58405979","59914240","61470622","63095927","64790613","66543143","68354109","70225593","72156231","74144466","76197054","78316557","80497321","82748161","85069157","87430382","89806513","92182379","94518735","96848902","99196111","101480187","103695842","105897424","108111257","110366192","112676013","115005707",
"Nicaragua","NIC","Population, female","SP.POP.TOTL.FE.IN","895535","922465","950282","979088","1009000","1040276","1073075","1107379","1143039","1179838","1217697","1256618","1293782","1331955","1373995","1417129","1461362","1506698","1552446","1598247","1645174","1693006","1740789","1788529","1836014","1883163","1930192","1977312","2024940","2073250","2121956","2171007","2220071","2268755","2316848","2363921","2407857","2448271","2485819","2521573","2556681","2590128","2622060","2653489","2685352","2720776","2759751","2799352","2839398","2879778","2920563","2961712","3003180","3044801","3086390","3128020","3169776","3211621","3253688","3295694","3337270","3378214","3421642","3468026","3514183",
"Netherlands","NLD","Population, female","SP.POP.TOTL.FE.IN","5766415","5842232","5924125","6004440","6083628","6162295","6237597","6309712","6380477","6454505","6531528","6607949","6679144","6740947","6798658","6862464","6920118","6967104","7015671","7068714","7128769","7182747","7223968","7264070","7303255","7341624","7384828","7432866","7481646","7527986","7578922","7636110","7692651","7746040","7792124","7829806","7866506","7907633","7956014","8007933","8063018","8120703","8170465","8209680","8240727","8262888","8277687","8295948","8325911","8364852","8406115","8443871","8473616","8497136","8524757","8558068","8596978","8642657","8689741","8742188","8786981","8830353","8911982","8997851","9054760",
"Norway","NOR","Population, female","SP.POP.TOTL.FE.IN","1796883","1811210","1825866","1839822","1853726","1868240","1883867","1900262","1916584","1932814","1947635","1961795","1977179","1991749","2004797","2016689","2027095","2036641","2045487","2053376","2060876","2069123","2077771","2085418","2092287","2099286","2107211","2116858","2127360","2136209","2144308","2154526","2166485","2179446","2192154","2203674","2214882","2226513","2239099","2253541","2266754","2277141","2289125","2302271","2315355","2330270","2346792","2366421","2390873","2417866","2445506","2473269","2501224","2528278","2554241","2577299","2598195","2618168","2635137","2652072","2666588","2680009","2705700","2738457","2764076",
"Nepal","NPL","Population, female","SP.POP.TOTL.FE.IN","5053958","5146999","5243591","5342908","5445887","5553657","5665182","5780868","5901422","6025844","6154503","6285334","6418900","6556096","6696733","6842311","6991007","7146177","7309736","7478525","7652557","7830151","8011293","8199466","8391186","8583716","8777841","8971639","9169879","9381218","9611674","9862243","10144356","10428882","10699113","10968249","11227050","11477658","11720925","11957646","12185495","12405322","12619850","12827343","13022746","13204542","13371629","13525740","13670563","13806900","13936198","14043660","14128275","14206812","14294003","14403618","14505809","14581601","14660531","14813382","15024010","15234961","15370175","15415381","15450778",
"Nauru","NRU","Population, female","SP.POP.TOTL.FE.IN","1684","1727","1817","1944","2095","2257","2367","2426","2429","2408","2436","2472","2507","2542","2582","2630","2682","2791","2968","3165","3366","3575","3789","3958","4062","4147","4242","4341","4448","4559","4672","4775","4854","4893","4907","4918","4922","4925","4926","4917","4904","4890","4870","4864","4872","4880","4883","4886","4890","4900","4915","4936","5014","5137","5249","5351","5447","5532","5603","5660","5703","5745","5791","5827","5864",
"New Zealand","NZL","Population, female","SP.POP.TOTL.FE.IN","1179755","1203601","1234835","1260563","1288128","1309897","1333914","1359371","1373782","1387733","1406773","1427862","1453508","1482346","1513905","1544050","1558364","1564212","1566046","1561521","1564724","1571768","1588612","1611373","1626723","1638334","1639338","1655297","1662261","1672827","1690167","1774919","1793159","1812845","1836376","1862580","1891854","1917991","1937473","1950215","1963950","1977014","2012009","2052299","2083952","2109061","2136388","2157509","2176421","2198405","2223259","2240700","2253155","2268561","2300564","2339847","2386056","2431027","2470956","2508252","2563368","2573836","2576042","2639641","2686016",
"OECD members","OED","Population, female","SP.POP.TOTL.FE.IN","414523087","420139332","425851850","431556594","437284154","442862598","448289046","453659166","458908580","464074530","469165930","475104747","480330194","485438370","490474000","495451785","500221974","505018919","509834802","514667400","519374936","524002244","528448235","532801162","536963444","541157893","545398365","549620878","554085365","558850733","563666619","568926424","574135554","579124471","583932007","588558127","593036482","597589745","601910696","606179393","610399807","614817421","619320336","623789441","628240392","632655138","637161086","641565884","646533449","651235517","655622731","658944677","662833731","666546867","670468718","674387473","678391504","682225722","686257996","689972199","692584840","693985185","697793014","702601052","706873858",
"Oman","OMN","Population, female","SP.POP.TOTL.FE.IN","265485","270421","275691","281337","287397","293898","300840","308243","316116","324464","333291","342614","352478","362927","375969","391584","408463","427274","447977","470430","494479","520346","548123","577494","608111","635330","658369","681091","703732","726411","749172","771892","794274","815944","837765","859615","880165","899280","917269","934533","951301","967665","983539","999041","1017347","1038539","1059782","1081241","1103174","1125939","1151336","1207861","1286652","1353467","1414512","1474119","1528405","1574349","1619100","1668759","1713756","1749460","1818526","1914778","1995709",
"Other small states","OSS","Population, female","SP.POP.TOTL.FE.IN","2737890","2773165","2819885","2868340","2917299","2964211","3007584","3048038","3089170","3132755","3180458","3233068","3288385","3343977","3397932","3455933","3519048","3585528","3652087","3719709","3787804","3852128","3915066","3977217","4039707","4107982","4180506","4255177","4332156","4414233","4501411","4590103","4626540","4651428","4690985","4722279","4774227","4837718","4902449","4910516","4925605","5009756","5094489","5159272","5207915","5259639","5317136","5377339","5438650","5497272","5553715","5605606","5659915","5713397","5768301","5826048","5882578","5942654","6006408","6070179","6130705","6189262","6266438","6339649","6403704",
"Pakistan","PAK","Population, female","SP.POP.TOTL.FE.IN","21061283","21639875","22229328","22847327","23497518","24177468","24887981","25633085","26409182","27213380","28045832","28882982","29747898","30668961","31628648","32635579","33700249","34826385","36015714","37352519","38996168","40749172","42389990","43955315","45442559","46990732","48659549","50399281","52175224","53954675","55815649","57717467","59485512","61240385","63081213","64975021","66923700","68873953","70836649","72822833","74915308","77047538","79032155","80988807","83048042","85106299","87212749","89618072","92123038","94570103","97004730","99266456","101238739","102956663","104568523","106099595","107541715","109126592","110970023","112921196","115047726","117358452","119632267","121773246","123835758",
