"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Euro area","EMU","Population, female","SP.POP.TOTL.FE.IN","140711562","141817529","142925026","144044934","145164037","146271873","147380573","148392847","149328586","150201968","150919276","151686426","152622558","153507314","154314243","155092108","155788229","156421630","157054824","157658973","158252866","158805863","159190100","159530927","159803488","160093063","160443147","160799943","161259701","161896588","162574187","163178334","163765234","164370929","164893666","165290443","165635594","166066343","166390922","166734911","167265605","167813474","168611521","169518979","170436690","171327180","172071848","172872565","173719746","174361931","174863667","174542721","174863905","175075171","175340289","175691133","176022151","176293660","176762747","177013932","177215254","177296296","178032218","178813563","179202356",
"Eritrea","ERI","Population, female","SP.POP.TOTL.FE.IN","493828","505670","518110","531092","544521","558388","572034","586074","601147","616644","632713","649395","666258","683299","700253","717191","735778","755945","776643","797883","819761","842381","865773","886849","905354","924076","943269","965486","990783","1015704","1039024","980917","918752","947198","975941","1031367","1082735","1094422","1110124","1130643","1150524","1182950","1223152","1273381","1325341","1356593","1377510","1397129","1433453","1469014","1497458","1523921","1542992","1561512","1571768","1576805","1586239","1598920","1619967","1643512","1668948","1698263","1727642","1757866","1790250",
"Spain","ESP","Population, female","SP.POP.TOTL.FE.IN","15662613","15798284","15935490","16067621","16220330","16390421","16552206","16750465","16964718","17126510","17310840","17513587","17700465","17888814","18066470","18243680","18429265","18612267","18784998","18945508","19094568","19226153","19336904","19427806","19505861","19575368","19634605","19687919","19733550","19770718","19799160","19853842","19949581","20050551","20143990","20231824","20315723","20400078","20482406","20563263","20653050","20795293","21071764","21422540","21759656","22092917","22444601","22837293","23183031","23395627","23524158","23630848","23675585","23623148","23575414","23571647","23605864","23680197","23798634","23974426","24099378","24144198","24321224","24609249","24845022",
"Estonia","EST","Population, female","SP.POP.TOTL.FE.IN","677310","682557","689349","696513","704303","711671","717190","720789","725508","731148","737786","746014","753498","759831","765581","770791","775510","780501","785198","788965","793105","798102","803234","808126","812733","817508","822867","828347","832617","835135","834760","830135","816402","797180","780920","767691","756861","748296","740850","742527","745852","741421","737236","733031","728994","724989","720757","717551","715418","713460","711219","708506","705519","702440","699883","699484","698661","698042","698558","699376","699591","699762","708704","719434","719653",
"Ethiopia","ETH","Population, female","SP.POP.TOTL.FE.IN","10885369","11160755","11449778","11751897","12068097","12399254","12729839","13073198","13441729","13818873","14207017","14602194","14999022","15405007","15810575","16204494","16622537","16949801","17242852","17502066","17599217","18046046","18758034","19284806","19784663","20334107","20921578","21616682","22440937","23284422","24130615","25156534","26192071","27091378","28015369","28953795","29895525","30838755","31792693","32776623","33771001","34778443","35822516","36892626","37988239","39108666","40253816","41435130","42641414","43862438","45118351","46414501","47729812","49043115","50377651","51752044","53178203","54654315","56155672","57695135","59291103","60910800","62543054","64205530","65892477",
"European Union","EUU","Population, female","SP.POP.TOTL.FE.IN","185592535","187010681","188450347","189935405","191448602","192880574","194309609","195746502","197076087","198295307","199281192","200292132","201561240","202789677","203978721","205183635","206302238","207317889","208264007","209141087","210002783","210819829","211460740","212032445","212527076","213027466","213577672","214127847","214760169","215459881","216140926","216713301","217269095","217932034","218523756","218958091","219295969","219703230","220005447","220329043","220631197","220938257","221436749","222222584","223045991","223847297","224521215","225187711","225912742","226565172","226950029","226511992","226752749","226850660","227045474","227328970","227597726","227828142","228250378","228452837","228373706","228019137","228748708","229594373","229944812",
"Fragile and conflict affected situations","FCS","Population, female","SP.POP.TOTL.FE.IN","125347641","128018480","130786323","133635831","136566498","139564507","142620926","145768254","149029257","152371128","155796893","159318451","162913077","166670920","170593020","174616174","178733265","182876039","187342920","191989277","196243021","200295838","204721439","209386507","214263939","219319663","224353808","229472985","234600155","239924775","246277243","251827702","258143313","265064637","272473529","279675757","285990033","292206449","298907581","305936404","312893307","320032585","327832283","335967508","344086542","352443179","360962006","369463609","378367570","387785885","397403113","407121232","417096095","427204226","437121681","446848631","456811140","466986379","477281049","487855133","498778514","509764649","519404345","529621410","541936641",
"Finland","FIN","Population, female","SP.POP.TOTL.FE.IN","2296157","2310872","2325380","2340845","2352957","2359865","2367948","2380290","2390548","2388999","2381309","2385196","2398160","2410491","2422574","2433448","2441374","2447818","2454234","2460831","2468653","2478753","2491720","2505739","2518587","2528692","2536340","2542778","2549388","2557332","2566950","2579101","2591828","2602704","2612386","2621081","2628393","2634948","2640865","2645875","2649961","2654451","2659227","2663977","2670579","2678810","2688154","2698375","2709097","2720424","2731505","2742669","2754264","2765375","2775309","2782780","2788351","2792462","2794308","2795824","2798495","2802531","2809620","2824431","2850925",
"Fiji","FJI","Population, female","SP.POP.TOTL.FE.IN","195494","201983","208769","215843","223060","230332","237465","243898","249694","255321","260767","266013","270990","275633","280060","284601","289709","296003","303214","310651","318264","326058","334050","342284","350754","359264","366994","372579","376595","380301","383688","386746","389479","391905","394024","395923","398358","402393","407252","411835","416183","420342","424391","428320","432139","435930","439719","443235","446216","448778","451031","452986","454672","456098","457427","458693","459671","460146","460094","459666","460290","461603","463155","465493","467811",
"France","FRA","Population, female","SP.POP.TOTL.FE.IN","24388808","24622320","24851535","25089970","25353223","25593135","25812157","26020124","26210977","26402004","26608142","26832207","27050001","27248194","27416506","27556997","27692333","27838293","27980799","28120722","28282745","28457105","28570521","28745158","28910672","29079129","29244161","29414890","29594588","29777651","29947113","30103214","30260329","30402713","30528826","30652917","30772754","30891023","30988782","31135853","31365794","31609245","31852476","32088612","32336968","32596067","32825830","33023600","33207934","33377741","33538255","33701265","33864269","34036175","34204877","34342402","34430680","34521778","34643889","34749339","34855924","34973992","35081787","35189170","35300885",
"Faroe Islands","FRO","Population, female","SP.POP.TOTL.FE.IN","16416","16598","16770","16951","17145","17363","17573","17762","17947","18128","18314","18526","18747","18962","19170","19369","19566","19779","20029","20303","20578","20857","21131","21370","21597","21878","22082","22363","22688","22980","22887","22776","22735","22387","21574","21072","21063","21332","21593","21815","22093","22499","22814","23128","23276","23249","23229","23256","23346","23457","23564","23655","23474","23400","23445","23654","23938","24294","24668","25021","25377","25714","26011","26284","26446",
"Micronesia, Fed. Sts.","FSM","Population, female","SP.POP.TOTL.FE.IN","21172","21941","22741","23500","24223","24980","25770","26565","27368","28212","29099","29951","30765","31616","32492","33346","34191","35078","36089","37227","38388","39568","40764","41975","43208","44456","45718","46987","48092","49023","49947","50860","51864","52985","54017","54661","54989","55270","55540","55807","56044","56193","56217","56126","55952","55715","55411","55034","54600","54153","53971","54053","54153","54275","54415","54581","54766","54974","55199","55394","55729","56107","56375","56655","56943",
"Gabon","GAB","Population, female","SP.POP.TOTL.FE.IN","264195","267332","270680","274229","277977","281945","286151","290594","295278","300888","307268","313610","320002","326595","333508","340826","348606","356840","365525","374646","384211","394265","404756","415628","426861","438438","450375","462688","475362","488303","501469","514869","528496","542350","556340","570313","584313","598591","613279","628420","644133","660490","677518","695266","713873","733577","754504","776714","800251","825309","852095","880537","910211","940524","970746","1000217","1028793","1056660","1084307","1112105","1139821","1167434","1195005","1222547","1250207",
"United Kingdom","GBR","Population, female","SP.POP.TOTL.FE.IN","27087260","27265086","27460134","27637673","27802667","27974742","28125317","28275159","28414616","28532999","28637461","28738819","28823016","28870557","28877822","28865075","28853290","28846645","28850871","28873565","28906644","28922418","28918454","28901418","28923076","29001605","29083931","29134567","29328957","29551584","29641433","29738378","29784083","29818864","29892451","29961002","30023364","30089701","30166931","30254272","30343575","30437111","30543756","30665632","30821071","31014712","31222319","31441219","31663843","31880512","32103121","32327054","32537949","32736543","32959014","33168132","33401831","33565330","33716465","33873975","33914232","34022808","34328919","34773417","35138272",
"Georgia","GEO","Population, female","SP.POP.TOTL.FE.IN","1924250","1954000","1982895","2011185","2038577","2064559","2094826","2129389","2162514","2196240","2222043","2243079","2265663","2285410","2304922","2321396","2337355","2352295","2364972","2381524","2400047","2417316","2435262","2454410","2473414","2493059","2513072","2531624","2554583","2558015","2556290","2577163","2600895","2626606","2593003","2502876","2418803","2347341","2294649","2252871","2214960","2185751","2168752","2151908","2133445","2115346","2099503","2085211","2075617","2053492","2034476","2014512","1996214","1986816","1986106","1989375","1990777","1991301","1990754","1987553","1989234","1981454","1982788","1983955","1961337",
"Ghana","GHA","Population, female","SP.POP.TOTL.FE.IN","3402983","3510587","3608526","3707613","3808323","3911440","4016613","4124220","4234805","4350251","4473875","4600319","4730655","4869959","5014306","5162453","5313549","5475225","5650067","5831724","6005550","6171766","6352550","6550087","6723743","6869761","7022303","7184454","7358036","7542614","7735488","7930394","8127176","8327319","8530629","8738146","8947239","9162969","9387262","9618135","9860638","10123040","10401243","10682004","10965049","11252882","11545647","11843569","12144756","12448621","12752437","13060547","13378562","13703178","14029963","14356569","14686334","15011792","15326382","15637515","15953563","16271078","16588340","16910369","17233172",
"Gibraltar","GIB","Population, female","SP.POP.TOTL.FE.IN","11414","11397","11506","11712","11919","12127","12345","12570","12794","13017","13241","13419","13543","13657","13764","13859","13945","14024","14094","14152","14197","14227","14228","14188","14120","14033","13925","13790","13639","13473","13287","13131","13145","13282","13407","13515","13609","13695","13765","13820","13868","13884","13984","14189","14395","14608","14814","15014","15217","15417","15634","15842","16021","16215","16423","16614","16850","17153","17469","17804","18158","18513","18895","19326","19754",
"Guinea","GIN","Population, female","SP.POP.TOTL.FE.IN","1788740","1821014","1854217","1888343","1923452","1959615","1996891","2035458","2075333","2116033","2156939","2197712","2238313","2278758","2319127","2359609","2400396","2441949","2484864","2529835","2577592","2628499","2682902","2740500","2801479","2866658","2936034","3009306","3085603","3163511","3271350","3401112","3507737","3612386","3718867","3820612","3926172","4012100","4094401","4187972","4275271","4344644","4421918","4521154","4619866","4716953","4819683","4932548","5052051","5175679","5303204","5434472","5567927","5704153","5844864","5990767","6141620","6295675","6452610","6613827","6778437","6943925","7111822","7282935","7453518",
"Gambia, The","GMB","Population, female","SP.POP.TOTL.FE.IN","201203","206596","212177","217945","223880","229976","236221","242725","249536","256588","263893","271513","279479","287777","296532","305859","315829","326526","337934","350109","363077","376731","391137","406624","422572","438762","455865","473906","492922","512977","534076","556124","578444","599757","619415","638202","657017","676029","695359","715029","734925","755095","775595","796675","818605","841509","865638","890851","916799","943456","970908","999299","1028748","1058894","1089023","1118808","1148242","1177300","1205898","1234385","1263752","1293829","1323973","1354585","1385654",
"Guinea-Bissau","GNB","Population, female","SP.POP.TOTL.FE.IN","288673","291022","294675","297644","295514","289546","286268","288054","293345","295766","297848","299435","300308","304060","314865","334114","356182","380474","405950","420052","424789","431888","439129","446470","453906","461451","469112","476915","484943","493227","501580","512427","527627","545192","562157","576324","588228","599284","610492","622232","634618","647830","661776","676426","691685","707555","724259","741929","760269","779227","798993","819621","841054","863090","885424","907851","930325","952680","975002","997539","1020125","1042725","1065850","1089544","1113342",
"Equatorial Guinea","GNQ","Population, female","SP.POP.TOTL.FE.IN","138534","141174","143936","146818","149830","152985","156282","159730","163259","165278","164719","162453","159211","155527","151793","148258","144915","142867","142763","144550","149123","156583","166281","177028","187798","198141","207740","216635","225181","233733","242427","251345","260561","270119","279737","289442","299594","310230","321365","332997","349635","371327","393643","416699","440719","462137","480954","500928","522084","544385","567694","590985","614091","637744","661856","686284","710907","735652","760472","785324","807749","828870","850861","872672","894768",
"Greece","GRC","Population, female","SP.POP.TOTL.FE.IN","4243998","4277322","4303245","4319420","4335508","4370132","4425256","4458165","4485019","4503102","4500065","4514003","4543153","4562652","4578411","4620203","4693735","4757368","4817689","4861113","4898647","4947852","4978327","5007196","5031896","5051239","5067817","5084876","5103629","5130612","5185788","5247847","5285766","5314499","5338815","5361399","5383172","5407996","5435765","5454395","5474870","5501833","5521522","5535747","5551573","5570703","5592530","5614075","5637262","5660762","5677254","5680238","5665118","5641796","5619195","5593702","5573396","5559688","5544756","5530964","5513797","5448694","5382141","5365598","5356590",
"Grenada","GRD","Population, female","SP.POP.TOTL.FE.IN","49120","49642","50046","50343","50515","50563","50492","50376","50299","50288","50332","50416","50473","50425","50289","50087","49819","49479","49092","48654","48149","47861","47960","48186","48416","48668","48941","49237","49556","49890","50230","50571","50894","51201","51494","51770","52038","52301","52562","52822","53084","53286","53468","53675","53855","54026","54198","54364","54526","54679","54821","55090","55495","55903","56279","56612","56907","57132","57331","57553","57791","58008","58178","58334","58452",
"Greenland","GRL","Population, female","SP.POP.TOTL.FE.IN","15875","16400","16958","17565","18084","18806","19351","19904","20501","21090","21672","21963","22422","22690","22865","22849","22835","22645","22512","22661","22921","23288","23515","23781","24038","24262","24413","24702","25046","25315","25522","25571","25573","25611","25834","26005","26031","26059","26090","26079","26126","26241","26368","26469","26569","26617","26565","26486","26397","26412","26538","26727","26706","26586","26534","26466","26505","26505","26442","26550","26631","26780","26802","26929","26952",
"Guatemala","GTM","Population, female","SP.POP.TOTL.FE.IN","1982716","2042947","2104912","2168267","2233140","2299655","2367415","2436292","2506039","2575950","2646506","2717823","2790627","2865494","2940860","3015414","3082564","3152484","3233727","3318694","3407852","3500133","3591586","3689595","3798282","3910473","4024032","4140114","4261052","4385882","4513619","4641190","4770049","4902736","5037757","5174463","5311795","5450996","5593786","5737673","5876886","6014689","6155399","6296929","6439982","6582502","6724833","6869508","7013386","7155882","7300223","7448022","7598353","7748674","7897290","8043665","8193483","8343979","8484036","8613924","8743331","8868626","8996408","9135826","9277168",
"Guam","GUM","Population, female","SP.POP.TOTL.FE.IN","28290","29305","30324","31352","32392","33443","34489","35526","36553","37589","38739","40029","41370","42727","44087","45428","46776","48141","49495","50909","52285","53519","54708","55895","57092","58302","59528","60782","62075","63397","64787","66239","67680","69095","70496","71896","73263","74581","75876","77189","78234","78858","79305","79668","79964","80207","80414","80602","80793","81018","81203","81258","81210","81091","80916","80694","80429","80132","79802","79447","79708","80573","81362","82090","82789",
"Guyana","GUY","Population, female","SP.POP.TOTL.FE.IN","285122","291541","298092","304731","311446","318223","325073","331997","339011","346139","352496","357563","362098","366439","370500","374285","377844","381183","384290","387172","389466","390643","390909","390641","389902","388734","387196","385360","383286","381055","378759","377880","378779","379967","381046","381979","382704","383235","383583","383697","383530","383017","382289","381966","381848","381314","380521","379635","378671","377587","376362","375024","375908","379181","382666","386282","389965","393694","403661","411269","413269","417833","421266","423896","426503",
"High income","HIC","Population, female","SP.POP.TOTL.FE.IN","470322959","475805955","481373091","486909767","492466958","497864610","502697697","507434309","512130697","516809026","521573155","527105862","531801838","536390699","540936387","545436809","549759862","554003941","558228781","562566062","566764626","570904814","574769785","578416579","581978081","585582762","589186898","592767169","596551107","600553095","604005213","608014441","612098212","615914336","619596366","623106649","626545987","629971484","633220524","636259303","639258050","642276309","645330758","648475995","651788695","655109690","658678815","662543093","666690452","670545412","673492308","675970523","679278568","682508314","685700163","689245346","692727999","695527145","697980596","700321170","702160908","701600276","704655653","709582322","713929170",
"Hong Kong SAR, China","HKG","Population, female","SP.POP.TOTL.FE.IN","1517326","1553930","1620301","1676377","1723212","1773769","1790896","1833421","1871138","1908872","1962377","2005626","2038445","2089688","2149815","2184023","2204717","2230041","2264229","2384640","2442270","2499905","2546720","2594836","2628981","2665463","2705909","2738961","2767432","2801543","2815859","2847387","2882714","2944221","3022520","3093761","3245972","3286259","3327176","3372486","3415832","3455617","3486811","3496256","3540359","3572775","3612029","3657879","3693758","3715993","3758325","3797743","3851200","3877091","3915693","3960934","3995956","4033925","4072423","4109737","4102464","4068311","4032283","4138892","4134633",
"Honduras","HND","Population, female","SP.POP.TOTL.FE.IN","1028042","1057484","1087718","1118937","1151227","1184696","1219324","1255087","1292072","1330419","1370328","1411951","1455314","1499544","1543681","1590295","1640292","1691743","1744443","1798472","1853835","1910448","1968333","2027613","2088061","2149318","2211515","2274907","2339731","2406260","2474914","2545802","2618828","2693981","2771217","2850568","2931782","3014532","3094387","3175742","3263292","3352235","3441456","3530430","3619166","3707741","3795954","3883970","3971938","4059716","4146895","4233532","4320145","4406694","4493171","4579909","4667169","4754880","4843339","4932542","5021043","5107017","5194476","5285151","5375736",
"Heavily indebted poor countries (HIPC)","HPC","Population, female","SP.POP.TOTL.FE.IN","82618017","84646975","86744880","88912450","91172529","93531852","95973891","98525551","101199178","103955784","106800022","109715034","112661256","115760708","119011669","122319894","125704327","129092983","132789051","136642920","139973898","143094488","146770762","150876878","155100593","159383747","163688723","168175022","172846935","177705770","182523819","187411564","192958672","199098413","205117987","211080661","217217780","223363018","229752524","236345586","242806040","249415153","256661719","264199009","271705469","279478869","287518617","295497948","303757685","312405927","321111438","330036611","339269214","348798607","358815451","369106812","379785876","390991293","402289164","413612407","425187882","436817855","448348257","460086804","472162895",
"Croatia","HRV","Population, female","SP.POP.TOTL.FE.IN","2198423","2209877","2220992","2231548","2241355","2251818","2263448","2274436","2285230","2295818","2303892","2311307","2319303","2327783","2337039","2347131","2358895","2370887","2381997","2389175","2391796","2397764","2409439","2422014","2433740","2444941","2455359","2464690","2472406","2478233","2483138","2437472","2379190","2392190","2418915","2402113","2369024","2356999","2355033","2344302","2320825","2233007","2234708","2235934","2236425","2238918","2238670","2237035","2236059","2233038","2227498","2220230","2209916","2195721","2178527","2152382","2128986","2094933","2067643","2047101","2028487","2009887","1997208","1998511","2001253",
"Haiti","HTI","Population, female","SP.POP.TOTL.FE.IN","1980835","2016813","2053720","2089766","2126585","2165790","2205520","2245948","2287293","2329402","2372331","2416332","2461504","2507731","2554953","2603207","2652349","2702296","2753124","2804785","2857254","2910764","2965659","3021965","3079735","3139253","3200608","3263832","3329050","3396056","3464634","3533943","3603353","3673014","3742664","3812976","3884592","3957205","4030503","4104619","4180185","4256301","4332043","4408182","4483406","4559115","4637240","4716245","4795715","4875921","4931157","4985507","5064196","5141963","5219083","5295939","5372035","5447367","5522066","5596002","5668475","5737335","5805291","5875810","5947201",
"Hungary","HUN","Population, female","SP.POP.TOTL.FE.IN","5167492","5187277","5201569","5213280","5227476","5239794","5253224","5270209","5288184","5308155","5327355","5343172","5359484","5376723","5400601","5432038","5461494","5486859","5506293","5516843","5522796","5527444","5528452","5524704","5519042","5514249","5509389","5504394","5499987","5444807","5393291","5396977","5399339","5398330","5396140","5393476","5388209","5380792","5372227","5360999","5350607","5341311","5328931","5316367","5306644","5296345","5287731","5279779","5270359","5261256","5248302","5230742","5200183","5172956","5149619","5127352","5103869","5082653","5066027","5052953","5036221","5013533","4997943","4989346","4970695",
"IBRD only","IBD","Population, female","SP.POP.TOTL.FE.IN","942285326","953188682","970298151","993181693","1016105329","1039275036","1063704386","1088087809","1113142102","1139137217","1165888139","1193061269","1219496845","1245829737","1271846410","1297256765","1322384522","1347191167","1372161911","1397481894","1423200118","1449681875","1477541503","1505710874","1533908646","1562544949","1591894883","1621995123","1652164705","1681994865","1711169458","1739443337","1766756968","1793040752","1819122624","1845408396","1871431324","1897179598","1922478308","1947190205","1971129717","1994562605","2017220029","2039529467","2061970547","2084195231","2106153681","2127432344","2149230876","2171523709","2193761240","2216520628","2240616386","2265197725","2289253988","2312167367","2334565890","2356804310","2377571526","2396825769","2413916115","2428070435","2440139866","2452769772","2467091189",
"IDA & IBRD total","IBT","Population, female","SP.POP.TOTL.FE.IN","1138057985","1153960897","1176258261","1204508661","1233005064","1261962576","1292363823","1322940185","1354418965","1386994428","1420360446","1454115352","1487367820","1521001262","1554594280","1587647533","1620524555","1653227661","1686573835","1720827651","1755550072","1791080982","1828543613","1866624487","1904832372","1943803610","1983707081","2024616774","2065738230","2106715189","2147160554","2186866961","2226323141","2265341328","2304168908","2343441297","2382763459","2421880022","2460633117","2498843493","2536393074","2573760721","2610854698","2647853975","2685080050","2722398634","2760005379","2797451295","2835584592","2874434825","2913514779","2953210997","2994050819","3034532490","3074956601","3114599106","3154321470","3194436800","3233601017","3271823972","3308353433","3342151132","3373971036","3406854888","3441637756",
"IDA total","IDA","Population, female","SP.POP.TOTL.FE.IN","195772659","200772215","205960110","211326968","216899735","222687540","228659437","234852376","241276863","247857211","254472307","261054083","267870975","275171525","282747870","290390768","298140033","306036494","314411924","323345757","332349954","341399107","351002110","360913613","370923726","381258661","391812198","402621651","413573525","424720324","435991096","447423624","459566173","472300576","485046284","498032901","511332135","524700424","538154809","551653288","565263357","579198116","593634669","608324508","623109503","638203403","653851698","670018951","686353716","702911116","719753539","736690369","753434433","769334765","785702613","802431739","819755580","837632490","856029491","874998203","894437318","914080697","933831170","954085116","974546567",
"IDA blend","IDB","Population, female","SP.POP.TOTL.FE.IN","60825404","62431815","64102318","65841617","67648241","69525840","71467018","73467167","75538860","77685394","79896784","82141079","84462622","86914567","89488735","92201454","95028116","97983760","101080140","104389995","108176489","112152660","115965067","119602697","123245470","127138611","131173001","135319919","139557054","143840865","148251471","152738131","157195912","161632394","166079682","170654378","175358456","180104978","184916296","189713524","194668240","199826457","204914794","210055749","215386752","220804823","226380877","232373429","238553651","244780172","251089869","257279449","263193112","268840903","274497136","280153391","285736597","291483296","297416790","303419398","309619608","316035997","322505525","328947845","335351819",
"Indonesia","IDN","Population, female","SP.POP.TOTL.FE.IN","44356196","45602246","46890923","48223486","49610670","50920313","52185607","53561453","55029892","56570386","58147053","59743504","61355808","62988927","64630646","66283314","67955590","69640343","71350149","73085713","74833238","76585152","78349568","80127808","81903971","83641345","85316809","86961805","88608444","90255513","91878260","93485677","95085390","96685019","98296983","99910462","101533618","103165731","104779369","106338784","107846658","109328265","110795409","112246630","113651693","115090088","116600580","118126862","119646955","121150076","122663988","124217422","125802834","127353755","128844390","130285574","131680949","133024272","134314239","135572405","136741617","137726598","138760035","139934300","141080015",
"IDA only","IDX","Population, female","SP.POP.TOTL.FE.IN","134947255","138340400","141857792","145485351","149251494","153161700","157192419","161385209","165738003","170171817","174575523","178913004","183408353","188256958","193259135","198189314","203111917","208052734","213331784","218955762","224173465","229246447","235037043","241310916","247678256","254120050","260639197","267301732","274016471","280879459","287739625","294685493","302370261","310668182","318966602","327378523","335973679","344595446","353238513","361939764","370595117","379371659","388719875","398268759","407722751","417398580","427470821","437645522","447800065","458130944","468663670","479410920","490241321","500493862","511205477","522278348","534018983","546149194","558612701","571578805","584817710","598044700","611325645","625137271","639194748",
"Isle of Man","IMN","Population, female","SP.POP.TOTL.FE.IN","26446","26250","26372","26602","26832","27048","27348","27802","28323","28854","29400","29903","30331","30738","31140","31514","31885","32280","32685","33090","33492","33735","33761","33714","33648","33572","33700","34123","34635","35160","35695","36114","36358","36535","36706","36850","37074","37467","37902","38310","38677","39016","39359","39695","40010","40312","40641","41012","41399","41806","42229","42471","42468","42395","42289","42158","42102","42162","42252","42334","42401","42436","42457","42482","42494",
"India","IND","Population, female","SP.POP.TOTL.FE.IN","211092581","216117378","221230333","226431783","231754961","237014373","242156119","247413578","252815543","258292595","264078808","269992683","276002298","282262492","288778155","295567220","302496346","309602024","316741771","324118284","331841028","339688106","347696492","355929052","364390704","373010476","381787999","390675317","399642401","408743410","417950642","427149608","436361801","445615493","454779606","463956344","473233111","482540305","491879889","501237652","510669298","520253493","529727319","538973038","548226047","557250128","566062902","574698451","583079198","591637549","600383478","609034769","617557834","625952834","634011081","641725761","649527205","657238304","664608905","671679248","678442228","684279793","689891756","696186332","702612364",
"Not classified","INX","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population, female","SP.POP.TOTL.FE.IN","1405864","1404883","1411023","1419311","1426236","1431757","1437653","1444424","1450906","1459643","1472238","1489609","1511578","1535687","1561039","1586599","1610405","1632042","1655368","1678204","1698426","1719499","1737471","1751499","1763863","1768341","1771234","1774179","1770187","1765432","1766871","1776360","1788165","1797310","1805688","1816345","1831234","1849726","1868719","1889328","1913692","1944105","1977922","2010035","2043982","2083670","2135856","2198952","2249477","2278401","2295194","2308538","2320692","2334083","2353093","2375796","2405526","2437585","2472432","2511782","2544291","2580285","2631855","2680077","2716928",
"Iran, Islamic Rep.","IRN","Population, female","SP.POP.TOTL.FE.IN","10474607","10787892","11113817","11453564","11809208","12179147","12557872","12940645","13329559","13733785","14156552","14585167","15017661","15463265","15927628","16408804","16903295","17433085","18009890","18642493","19341454","20318317","21369920","22259196","23154832","24058249","25007217","25976166","26880310","27716419","28564021","29377163","29987187","30108208","30179140","30534252","30885305","31278660","31733648","32211278","32712430","33243332","33534838","33857351","34474780","35127806","35784004","36353620","36851824","37360912","37876259","38388918","38897177","39418027","39957543","40510047","41102691","41709478","42256203","42726607","43070948","43449371","43995100","44547105","45035681",
"Iraq","IRQ","Population, female","SP.POP.TOTL.FE.IN","3558369","3646523","3757709","3885901","4017668","4154617","4296583","4443441","4595978","4754362","4919193","5088287","5262044","5442330","5627093","5815156","6005658","6204356","6412535","6618024","6829920","7045376","7256451","7484870","7731165","7928138","8134107","8368267","8574812","8813128","8925147","9019543","9285390","9734260","10201927","10540759","10873301","11204708","11551529","11919971","12305971","12684988","13081457","13474234","13860573","14275710","14382071","14272718","14562433","15099407","15582388","16129095","16864303","17666428","18288461","18781431","19229196","19659150","20113665","20564177","21017026","21484495","21971026","22459934","22930934",
"Iceland","ISL","Population, female","SP.POP.TOTL.FE.IN","86890","88554","90191","91789","93454","95105","96712","98248","99570","100521","101072","101922","103454","105029","106445","107844","108975","109849","110770","111891","113126","114460","116013","117650","119010","120029","120997","122358","124283","125856","126900","128466","130142","131460","132612","133378","134156","135304","136794","138515","140449","142320","143669","144690","145801","147563","149911","152847","155948","157515","158087","158850","159840","161412","163159","164612","166317","169113","172530","175702","178499","181612","186312","191955","197430",
"Israel","ISR","Population, female","SP.POP.TOTL.FE.IN","1050625","1087518","1142301","1185743","1234149","1278739","1312532","1371372","1401287","1439313","1488944","1537625","1577969","1643358","1693007","1732177","1771412","1811575","1850215","1898356","1944440","1983358","2020692","2057404","2084083","2121472","2155321","2191170","2228330","2267055","2341741","2492760","2584323","2656269","2728453","2805700","2882075","2954703","3022806","3100892","3184112","3260058","3326164","3386157","3445746","3506274","3568060","3631263","3695533","3783616","3852012","3922619","3994355","4068172","4145522","4227067","4308954","4390853","4473540","4556931","4635463","4711795","4802918","4947110","5008031",
"Italy","ITA","Population, female","SP.POP.TOTL.FE.IN","25854321","26037309","26213742","26397921","26606982","26822075","27022122","27209535","27373131","27521511","27660059","27780855","27936577","28129437","28317400","28491996","28641136","28771270","28884157","28979114","29014800","29019775","29044229","29060439","29072362","29085903","29091915","29098645","29117007","29145227","29176825","29204435","29231360","29255045","29299642","29308320","29292045","29313897","29332435","29348471","29367261","29386732","29440859","29589710","29795574","29958734","30077038","30265148","30506153","30690734","30837629","30951053","31025673","31069962","31061326","30994398","30899970","30797456","30832295","30598198","30440455","30270742","30199743","30178166","30156636",
"Jamaica","JAM","Population, female","SP.POP.TOTL.FE.IN","865120","875822","886701","897787","908977","919716","929777","939368","948727","958381","968950","981290","995211","1009940","1024588","1038377","1051397","1063618","1075331","1087192","1099707","1113117","1127393","1142097","1156249","1168681","1178890","1187222","1194681","1202197","1210580","1220434","1231390","1242786","1254318","1265771","1277006","1287856","1298056","1307431","1315883","1323694","1331375","1339076","1346663","1354009","1361013","1367566","1373679","1379567","1385522","1391605","1397653","1403326","1408405","1412886","1416735","1419911","1422449","1424516","1428803","1432859","1434156","1435044","1435209",
